HokinLeft_Hand
Dev2/ai0 Dev2/ai1
[-2.50096126e-01 -2.40230859e-03  1.69204234e+09]
[-2.53071674e-01 -2.43518757e-03  1.69204234e+09]
[-2.64332726e-01 -2.35299011e-03  1.69204234e+09]
[-2.70957841e-01 -2.32011113e-03  1.69204234e+09]
[-2.72420956e-01 -2.41874808e-03  1.69204234e+09]
[-2.83780645e-01 -2.38586910e-03  1.69204234e+09]
[-2.86328766e-01 -2.33655062e-03  1.69204234e+09]
[-2.93956691e-01 -2.40230859e-03  1.69204234e+09]
[-2.95485563e-01 -2.35299011e-03  1.69204234e+09]
[-2.76251358e-01  1.50728702e-02  1.69204234e+09]
[-1.87149312e-01  1.40029437e-01  1.69204234e+09]
[-8.09008787e-02  2.98407478e-01  1.69204234e+09]
[-2.96096662e-02  3.39933627e-01  1.69204234e+09]
[-3.75034684e-03  3.60302153e-01  1.69204234e+09]
[-1.00779860e-04  3.66582037e-01  1.69204234e+09]
[-1.17219351e-04  3.61255643e-01  1.69204234e+09]
[-3.50218961e-05  3.55814172e-01  1.69204234e+09]
[-6.79008779e-05  3.51901574e-01  1.69204234e+09]
[-5.14613870e-05  3.46525862e-01  1.69204234e+09]
[-5.14613870e-05  3.41528257e-01  1.69204234e+09]
[-1.85824052e-05  3.30727513e-01  1.69204234e+09]
[-6.79008779e-05  3.16638871e-01  1.69204234e+09]
[-8.43403688e-05  2.85239448e-01  1.69204234e+09]
[-8.43403688e-05  1.80421264e-01  1.69204234e+09]
[-8.41065795e-02  1.39569131e-01  1.69204234e+09]
[-1.39392589e-01  1.40095195e-01  1.69204234e+09]
[-1.49239845e-01  1.56797717e-01  1.69204234e+09]
[-1.43568220e-01  1.73713952e-01  1.69204234e+09]
[-1.38044551e-01  1.89479423e-01  1.69204234e+09]
[-1.36367723e-01  1.98373187e-01  1.69204234e+09]
[-1.37962353e-01  2.05507925e-01  1.69204234e+09]
[-1.38718570e-01  2.14253734e-01  1.69204234e+09]
[-1.45984825e-01  2.25235312e-01  1.69204234e+09]
[-1.55519730e-01  2.40754190e-01  1.69204234e+09]
[-1.73603171e-01  2.60037711e-01  1.69204234e+09]
[-2.10608467e-01  2.71578233e-01  1.69204234e+09]
[-2.45739661e-01  2.80225404e-01  1.69204234e+09]
[-2.89287875e-01  2.96730651e-01  1.69204234e+09]
[-3.42847740e-01  3.11328917e-01  1.69204234e+09]
[-3.90818177e-01  3.19285629e-01  1.69204234e+09]
[-4.19751683e-01  3.29264399e-01  1.69204234e+09]
[-4.17762505e-01  3.27340979e-01  1.69204234e+09]
[-4.08786542e-01  3.23362622e-01  1.69204234e+09]
[-4.00073611e-01  3.19597979e-01  1.69204234e+09]
[-3.83239572e-01  3.15816897e-01  1.69204234e+09]
[-3.59122837e-01  3.07662911e-01  1.69204234e+09]
[-3.41713415e-01  3.01629618e-01  1.69204234e+09]
[-3.26950751e-01  2.95382613e-01  1.69204234e+09]
[-3.25471197e-01  2.91305619e-01  1.69204234e+09]
[-3.27509694e-01  2.93064645e-01  1.69204234e+09]
[-3.32162070e-01  2.95201778e-01  1.69204234e+09]
[-3.35038981e-01  2.95793600e-01  1.69204234e+09]
[-3.32622376e-01  2.96484058e-01  1.69204234e+09]
[-3.26178095e-01  2.96829288e-01  1.69204234e+09]
[-3.02472347e-01  2.95777160e-01  1.69204234e+09]
[-2.72223682e-01  2.92670097e-01  1.69204234e+09]
[-2.60568083e-01  2.90253492e-01  1.69204234e+09]
[-2.54863579e-01  2.87557416e-01  1.69204234e+09]
[-2.53959407e-01  2.83398225e-01  1.69204234e+09]
[-2.56211617e-01  2.78384181e-01  1.69204234e+09]
[-2.58348751e-01  2.69342462e-01  1.69204234e+09]
[-2.57510337e-01  2.64114705e-01  1.69204234e+09]
[-2.55817069e-01  2.60761049e-01  1.69204234e+09]
[-2.55406082e-01  2.62980380e-01  1.69204235e+09]
[-2.55849948e-01  2.65939488e-01  1.69204235e+09]
[-2.53268948e-01  2.67698513e-01  1.69204235e+09]
[-2.50096126e-01  2.68093061e-01  1.69204235e+09]
[-2.47120578e-01  2.66317596e-01  1.69204235e+09]
[-2.44408062e-01  2.57571788e-01  1.69204235e+09]
[-2.44671094e-01  2.52360470e-01  1.69204235e+09]
[-2.49405668e-01  2.55385336e-01  1.69204235e+09]
[-2.50046808e-01  2.56338826e-01  1.69204235e+09]
[-2.49816655e-01  2.55451094e-01  1.69204235e+09]
[-2.49734457e-01  2.54251011e-01  1.69204235e+09]
[-2.48567253e-01  2.53067368e-01  1.69204235e+09]
[-2.45213597e-01  2.52228954e-01  1.69204235e+09]
[-2.44457381e-01  2.51670011e-01  1.69204235e+09]
[-2.43766922e-01  2.49730152e-01  1.69204235e+09]
[-2.43010705e-01  2.47593018e-01  1.69204235e+09]
[-2.41942138e-01  2.45587400e-01  1.69204235e+09]
[-2.41366756e-01  2.43713298e-01  1.69204235e+09]
[-2.41136603e-01  2.43499585e-01  1.69204235e+09]
[-2.43586087e-01  2.45127095e-01  1.69204235e+09]
[-2.40972208e-01  2.49483559e-01  1.69204235e+09]
[-2.38210374e-01  2.54070177e-01  1.69204235e+09]
