Hokin
Dev2/ai0 Dev2/ai1
[5.22561519e-03 4.94614384e-03 1.69169915e+09]
[5.25849417e-03 4.99546232e-03 1.69169915e+09]
[5.24205468e-03 4.96258334e-03 1.69169915e+09]
[5.30781264e-03 4.96258334e-03 1.69169915e+09]
[5.22561519e-03 5.04478079e-03 1.69169915e+09]
[5.27493366e-03 5.06122028e-03 1.69169915e+09]
[5.24205468e-03 4.89682537e-03 1.69169915e+09]
[5.20917570e-03 4.97902283e-03 1.69169915e+09]
[5.27493366e-03 5.06122028e-03 1.69169915e+09]
[5.27493366e-03 4.99546232e-03 1.69169915e+09]
[5.22561519e-03 4.99546232e-03 1.69169915e+09]
[5.19273621e-03 5.02834130e-03 1.69169915e+09]
[5.22561519e-03 4.97902283e-03 1.69169915e+09]
[5.24205468e-03 5.02834130e-03 1.69169915e+09]
[5.15985723e-03 5.01190181e-03 1.69169915e+09]
[5.17629672e-03 4.97902283e-03 1.69169915e+09]
[5.20917570e-03 5.06122028e-03 1.69169915e+09]
[5.22561519e-03 5.01190181e-03 1.69169915e+09]
[5.20917570e-03 5.06122028e-03 1.69169915e+09]
[5.24205468e-03 4.97902283e-03 1.69169915e+09]
[5.24205468e-03 5.01190181e-03 1.69169915e+09]
[5.17629672e-03 4.97902283e-03 1.69169915e+09]
[5.19273621e-03 5.06122028e-03 1.69169915e+09]
