u_1,u_2,angle,velocity,acceleration,results,time
-0.23345936047688715,-0.006923168593823326,-0.9994815982442485,-0.013912468348505638,-0.013912468348505638,0.0,1692984525.4691267
-0.24437518304749734,-0.006923168593823326,-1.0204847278071927,-0.02100312956294417,-0.007090661214438531,0.0,1692984525.5155103
-0.24457245694953206,-0.006939608084768414,-1.0469283461437875,-0.02644361833659472,-0.005440488773650551,0.0,1692984525.5659194
-0.23640202951150266,-0.006906729102882503,-1.0779818687268126,-0.031053522583025184,-0.0046099042464304634,0.0,1692984525.6159098
-0.23030297805004402,-0.0068245316481681546,-1.113466895508722,-0.03548502678190937,-0.004431504198884187,0.0,1692984525.6652665
-0.22591363374030257,-0.006939608084767563,-1.1530451291739248,-0.039578233665202765,-0.0040932068832933936,0.0,1692984525.717101
-0.2264232579858516,-0.007005366048542796,-1.1962043979738488,-0.04315926879992402,-0.0035810351347212543,0.0,1692984525.7681158
-0.2159677412145414,-0.006939608084768414,-1.2420092417740989,-0.04580484380025007,-0.0026455750003260585,0.0,1692984525.8155134
-0.16201332949861663,0.03581950755661412,-1.290557800006707,-0.048548558232608195,-0.0027437144323581224,0.0,1692984525.8659132
-0.06769996716960056,0.1374319977126201,-1.3413947359803056,-0.05083693597359856,-0.002288377740990367,0.0,1692984525.916307
-0.013318130577780687,0.20800672748223628,-1.3860155883980703,-0.04462085241776469,0.006216083555833869,0.0,1692984525.96829
-0.00013365884156462808,0.23582234361181423,-1.4178681368643467,-0.031852548466276345,0.012768303951488348,0.0,1692984526.0183012
-0.00010077985974843856,0.257012845241257,-1.4341733699529018,-0.016305233088555242,0.015547315377721103,0.0,1692984526.0659232
-0.00015009833247272287,0.2687835194382355,-1.4323601001069455,0.001813269845956405,0.018118502934511647,0.0,1692984526.115509
-6.790087793398376e-05,0.276953945479595,-1.4121610532510935,0.02019904685585196,0.018385777009895556,0.0,1692984526.1665208
-8.434036884207851e-05,0.28412156266225475,-1.3744362609905376,0.03772479226055586,0.017525745404703898,0.0,1692984526.2169397
-3.502189611866158e-05,0.29173304601662225,-1.320554701769239,0.0538815592212986,0.01615676696074274,0.0,1692984526.2653017
-0.00010077985974843856,0.29896642109792015,-1.2520561953491707,0.06849850642006833,0.014616947198769723,0.0,1692984526.3153172
-0.00010077985974930592,0.30417773903662987,-1.1706858767977202,0.08137031855145044,0.012871812131382113,0.0,1692984526.3673413
-0.00010077985974930592,0.31026034986122814,-1.078550225915939,0.09213565088178119,0.010765332330330753,0.0,1692984526.4173527
-0.0001007798597501719,0.3118549802632266,-0.9775111005090522,0.10103912540688673,0.008903474525105533,0.0,1692984526.4661138
-8.434036884207851e-05,0.30999731804218283,-0.8698703317740588,0.10764076873499345,0.006601643328106733,0.0,1692984526.5155077
1.429657660041439e-05,0.304966834496066,-0.7579852203434232,0.1118851114306356,0.004244342695642156,0.0,1692984526.567528
-5.146138702675635e-05,0.3006596884423679,-0.6440661012184675,0.11391911912495566,0.0020340076943200485,0.0,1692984526.6177151
-5.146138702849245e-05,0.29755262506153113,-0.5296662882167811,0.11439981300168646,0.0004806938767308088,0.0,1692984526.6683216
-5.1461387025888985e-05,0.29503738327315954,-0.41574877671317567,0.11391751150360542,-0.0004823014980810456,0.0,1692984526.7155101
-8.434036884207851e-05,0.2880012820432673,-0.3028635250242114,0.11288525168896428,-0.001032259814641143,0.0,1692984526.7675233
-8.434036884121115e-05,0.2595938450320595,-0.19158159568412095,0.11128192934009043,-0.0016033223488738568,0.0,1692984526.817537
-0.05781983295103839,0.11285495992877852,-0.0832840032675594,0.10829759241656155,-0.0029843369235288825,0.0,1692984526.8685482
-0.1328989899560556,0.03815391523989915,0.01499933505522695,0.09828333832278635,-0.010014254093775198,0.0,1692984526.9155405
-0.17621705026222717,0.014892035811017557,0.10043168868320608,0.08543235362797913,-0.012850984694807216,0.0,1692984526.965554
-0.2079945877135819,0.002250067339146164,0.1729081785476878,0.07247648986448171,-0.012955863763497411,0.0,1692984527.0165107
-0.22841243649309712,-3.50218961221338e-05,0.23262714816255992,0.059718969614872094,-0.012757520249609617,0.0,1692984527.0683365
-0.2365499849378438,-0.0011857862598377942,0.2801442734402597,0.04751712527769978,-0.012201844337172316,0.0,1692984527.1153526
