0,1,2
0.0,0.0,0.0
-0.08484635656750843,-0.0006268435688377941,1692042532.0209193
-0.10975218598177731,-0.0005117671324646661,1692042532.0674562
-0.11964875982432277,-0.0004460091688288217,1692042532.1164255
-0.11759382339330202,-0.0003473722233724552,1692042532.1664398
-0.11611426916357667,-0.00029805375064643894,1692042532.2165842
-0.12941381775807806,-0.0001665378233790829,1692042532.266585
-0.16467652713765996,-6.790087793398376e-05,1692042532.316596
-0.23202912469044334,-5.1461387025888985e-05,1692042532.3666105
-0.2785200076690791,0.0003924048674388489,1692042532.416609
-0.3021435575726016,0.002151430393770652,1692042532.466453
-0.3441300200922461,0.001954156503006553,1692042532.516465
-0.37903106166163514,-0.000692601532477971,1692042532.5664737
-0.40844131293609437,-0.0012351047325785403,1692042532.616045
-0.4242067858191194,-0.00115290727801121,1692042532.6656313
-0.4333800223883946,-0.0009556333870603493,1692042532.715456
-0.4248314865173704,-0.0009391938961505211,1692042532.766474
-0.4030984780184813,-0.000725480514300228,1692042532.8161287
-0.3832395716241034,-0.0005775250961048445,1692042532.8661737
-0.3615065631542323,-0.00047888815064761197,1692042532.9151907
-0.34536298199270793,-0.00042956967791812765,1692042532.965212
-0.3123196030950054,-0.00036381171428141593,1692042533.0163639
-0.25109893521351573,-0.00023229578701319532,1692042533.0664763
-0.15722943744381687,-0.00024873527792128867,1692042533.1154757
-0.09277019138830953,0.015812647296993707,1692042533.1654859
-0.013959270727575796,0.08679836778249002,1692042533.2155018
-8.434036884121115e-05,0.15406876160456903,1692042533.2665572
-0.00010077985974930592,0.20460375314388496,1692042533.3165803
-6.79008779348525e-05,0.22036922358701347,1692042533.3664749
-6.790087793745597e-05,0.21926777779358053,1692042533.4151952
-0.00010077985974843856,0.2174429944627974,1692042533.4654768
-0.0001994168051961398,0.21032469550855995,1692042533.5165844
-0.00018297731428804505,0.19178095123707165,1692042533.5666056
-0.0002158562961033672,0.10290906832024438,1692042533.616206
-0.0027146589165126856,0.027977870480468497,1692042533.6654515
-0.0978993126941154,0.005603723479921932,1692042533.715452
-0.1728633939667907,0.005274933662368589,1692042533.7664964
-0.17325794176593184,0.012409672695472098,1692042533.8165088
-0.1534812333615466,0.018673118699314574,1692042533.8654773
-0.13931039164520898,0.011702774589122836,1692042533.91548
-0.1360718118158926,0.003828258464676784,1692042533.9655337
-0.14728354504181934,0.0038446979555604695,1692042534.0165372
-0.16350932323278983,0.0037460610102408713,1692042534.0665486
-0.18149412708413667,0.003762500501127179,1692042534.1155858
-0.1593501318581056,0.09713880722037092,1692042534.165392
-0.08553681520521468,0.20307488060997056,1692042534.2155383
-0.0310727808802438,0.23639772573835627,1692042534.266552
-0.00661081826605712,0.24353246409155807,1692042534.3165634
-0.004342168516781078,0.24645869317824412,1692042534.365577
-0.004227092080275062,0.24964795408807405,1692042534.4155216
-0.004128455134699583,0.25359343149517627,1692042534.4665978
-0.0039969392072742,0.25696352677423057,1692042534.5184863
-0.00407913666191399,0.2547770747158305,1692042534.5675018
-0.004128455134699583,0.25528669888002936,1692042534.616513
-0.003996939207274201,0.25918285780806205,1692042534.6665235
-0.004046257680058933,0.25888694700401255,1692042534.7165356
-0.004095576152842807,0.26306257723967014,1692042534.7685468
-0.004046257680057215,0.26676146228405434,1692042534.8175578
-0.004013378698201299,0.27771016197258513,1692042534.8665774
-0.004062697170986032,0.2875245368652246,1692042534.9165893
-0.004062697170986032,0.29395237701043325,1692042534.966587
-0.004046257680058074,0.29633610288975243,1692042535.021599
-0.003980499716344524,0.3201733615120713,1692042535.0716107
-0.003947620734489468,0.33778005371385733,1692042535.117483
-0.004046257680058074,0.3364155761733693,1692042535.1675923
-0.004062697170986891,0.33268381229185995,1692042535.217611
-0.004062697170986032,0.3274724944353119,1692042535.2716231
-0.004029818189129257,0.3229023166179392,1692042535.3224306
-0.003996939207272482,0.31849653367506964,1692042535.3678937
-0.004013378698201299,0.3149949225970427,1692042535.418297
-0.004062697170986891,0.3049175160294283,1692042535.4672997
-0.003996939207275059,0.2508644762811643,1692042535.5213141
-0.006956047575710089,0.18898623799205644,1692042535.5718749
-0.004983308663119185,0.1796979262947974,1692042535.6175847
-0.003947620734490329,0.12585859667808216,1692042535.6676
-0.010293264239007026,0.07356457797696282,1692042535.7176156
-0.00924113681767649,0.06618324673856321,1692042535.7716289
-0.008008174996280228,0.0452557752125346,1692042535.8206387
-0.004786034771921859,0.03675655853067507,1692042535.8676496
-0.004506563426087291,0.015779768315533307,1692042535.9174874
-0.032864685408273045,0.005833876352205674,1692042535.967621
-0.10970286750906422,0.005899634315708785,1692042536.021641
-0.1574760298160827,0.0058503158430823305,1692042536.071653
-0.17202497989300788,0.005784557879578342,1692042536.1174912
-0.17953782757622946,0.0056694814434399875,1692042536.1676538
-0.17560878907096542,0.005669481443440866,1692042536.2175841
-0.16765207511964925,0.005685920934318403,1692042536.2715962
-0.1593501318573289,0.005751678897825909,1692042536.3205924
-0.15362918878579307,0.005620162970809135,1692042536.3676093
-0.1560622335394536,0.00555440500730163,1692042536.4176934
-0.15920217643300805,0.0056366024616857965,1692042536.4675014
-0.15581564116571806,0.005537965516421451,1692042536.5215168
-0.14289420079913956,0.005685920934316644,1692042536.5714924
-0.143469583002945,0.0056694814434399875,1692042536.6175065
-0.134345665207469,0.00548864704378973,1692042536.667605
-0.08897266888935364,0.005537965516422336,1692042536.7175863
-0.027604048268317805,0.005636602461687554,1692042536.771602
-5.1461387025888985e-05,0.0708027435727551,1692042536.8216162
-2.1429143050755163e-06,0.11393996629611843,1692042536.868161
3.07360675093793e-05,0.13156309975688074,1692042536.9175196
-2.142914307680377e-06,0.13225355834121336,1692042536.9683535
-5.146138702675635e-05,0.12395161582467835,1692042537.0223663
-6.79008779365886e-05,0.10368172437325887,1692042537.0703776
-0.0001007798597475712,0.06322413844128658,1692042537.1175926
-1.858240521230292e-05,0.04341455225795737,1692042537.1675858
-0.00013365884156462808,0.016946972163978606,1692042537.2174878
-0.00010077985974930592,0.0067709273319973865,1692042537.271501
-0.031089220373400867,0.005998271260962572,1692042537.3215117
-0.10276540213929444,0.005751678897824149,1692042537.367696
-0.15616087048925395,0.0055379655164240925,1692042537.4181187
-0.16796442546045426,0.005521526025543923,1692042537.4681377
-0.17287983345815058,0.00534069162588664,1692042537.5221543
-0.18026116520935961,0.005373570607642586,1692042537.5713797
-0.17766372552732385,0.005291373153248761,1692042537.6207519
-0.17631568721191107,0.0052256151897324705,1692042537.6677554
-0.17845282112678806,0.0051598572262153,1692042537.718062
-0.18391073235959982,0.005258494171491056,1692042537.771078
-0.18486422287674426,0.005258494171490176,1692042537.8210924
-0.18428884066809897,0.005159857226214422,1692042537.8673916
-0.18497929931858992,0.005126978244455837,1692042537.9175804
-0.18665612746978444,0.005192736207973006,1692042537.9675868
