HokinRight_Hand
Dev2/ai0 Dev2/ai1
[-1.85867032e-01  1.97205983e-01  1.69204502e+09]
[-1.85834153e-01  1.97732046e-01  1.69204502e+09]
[-1.87132873e-01  1.99343116e-01  1.69204502e+09]
[-1.85094376e-01  1.99507511e-01  1.69204502e+09]
[-1.85275210e-01  1.99934938e-01  1.69204502e+09]
[-1.84584752e-01  1.99080085e-01  1.69204502e+09]
[-1.85423166e-01  1.98734855e-01  1.69204502e+09]
[-1.85209452e-01  1.98373187e-01  1.69204502e+09]
[-1.85587561e-01  1.97847123e-01  1.69204502e+09]
[-1.84551873e-01  1.97797804e-01  1.69204502e+09]
[-1.83943611e-01  1.98817053e-01  1.69204502e+09]
[-1.83943611e-01  1.99195161e-01  1.69204502e+09]
[-1.81559885e-01  1.99343116e-01  1.69204502e+09]
[-1.81477688e-01  2.00280167e-01  1.69204502e+09]
[-1.83401108e-01  2.00855550e-01  1.69204502e+09]
[-1.88628866e-01  2.01513129e-01  1.69204502e+09]
[-1.91078351e-01  2.02384422e-01  1.69204502e+09]
[-1.94136096e-01  2.02466619e-01  1.69204502e+09]
[-2.00744772e-01  2.03600944e-01  1.69204502e+09]
[-2.18335028e-01  2.04883224e-01  1.69204502e+09]
[-2.44736852e-01  2.12297434e-01  1.69204502e+09]
[-2.77895307e-01  2.30561707e-01  1.69204502e+09]
[-3.18089865e-01  2.72548162e-01  1.69204502e+09]
[-3.58235104e-01  3.23280425e-01  1.69204502e+09]
[-3.85278069e-01  3.82380385e-01  1.69204502e+09]
[-3.96687076e-01  4.20010373e-01  1.69204502e+09]
[-4.17762505e-01  4.67043746e-01  1.69204502e+09]
[-4.66702873e-01  5.15951220e-01  1.69204502e+09]
[-5.16941960e-01  5.73505861e-01  1.69204502e+09]
[-5.63301328e-01  6.36140301e-01  1.69204502e+09]
[-5.87204349e-01  6.89026123e-01  1.69204502e+09]
[-6.15102167e-01  7.25291625e-01  1.69204502e+09]
[-5.95292579e-01  7.15740285e-01  1.69204502e+09]
[-5.66704303e-01  6.98429508e-01  1.69204502e+09]
[-5.49886702e-01  6.69249423e-01  1.69204502e+09]
[-5.21117591e-01  6.44507999e-01  1.69204502e+09]
[-4.96063806e-01  6.14522378e-01  1.69204502e+09]
[-4.83931460e-01  5.92460588e-01  1.69204502e+09]
[-4.62116255e-01  5.64135354e-01  1.69204502e+09]
[-4.27872793e-01  5.45460098e-01  1.69204502e+09]
[-3.96210331e-01  5.28510987e-01  1.69204502e+09]
[-3.63068315e-01  5.10690584e-01  1.69204502e+09]
[-3.32162070e-01  5.01846140e-01  1.69204502e+09]
[-3.15377349e-01  4.95484059e-01  1.69204502e+09]
[-3.06302749e-01  4.77170470e-01  1.69204502e+09]
[-3.05069787e-01  4.68737013e-01  1.69204502e+09]
[-3.03639551e-01  4.55190876e-01  1.69204502e+09]
[-2.97622697e-01  4.39030860e-01  1.69204502e+09]
[-2.94170404e-01  4.25451843e-01  1.69204502e+09]
[-2.94153964e-01  4.17873239e-01  1.69204502e+09]
[-2.97524060e-01  4.13155107e-01  1.69204502e+09]
[-2.97540500e-01  4.09653496e-01  1.69204502e+09]
[-2.96817162e-01  4.13549654e-01  1.69204502e+09]
[-2.95222531e-01  4.16508762e-01  1.69204502e+09]
[-2.97014436e-01  4.19188398e-01  1.69204502e+09]
[-2.96899360e-01  4.18481501e-01  1.69204502e+09]
[-2.94088207e-01  4.15522393e-01  1.69204502e+09]
[-2.91096219e-01  4.12382451e-01  1.69204502e+09]
[-2.87775442e-01  4.08946598e-01  1.69204502e+09]
[-2.83994358e-01  3.99345937e-01  1.69204502e+09]
[-2.75791052e-01  3.86457378e-01  1.69204502e+09]
[-2.70349580e-01  3.81805003e-01  1.69204502e+09]
[-2.66321905e-01  3.83268118e-01  1.69204502e+09]
[-2.61061267e-01  3.88019130e-01  1.69204502e+09]
[-2.52940158e-01  3.92309836e-01  1.69204502e+09]
[-2.49126196e-01  3.91257709e-01  1.69204502e+09]
[-2.48846725e-01  3.89794594e-01  1.69204502e+09]
[-2.51230451e-01  3.88890422e-01  1.69204502e+09]
[-2.50490674e-01  3.86967002e-01  1.69204502e+09]
[-2.49109757e-01  3.78171876e-01  1.69204502e+09]
[-2.45098521e-01  3.68900005e-01  1.69204502e+09]
[-2.42320247e-01  3.58937675e-01  1.69204502e+09]
[-2.38604921e-01  3.39933627e-01  1.69204502e+09]
[-2.35152628e-01  3.29165762e-01  1.69204502e+09]
[-2.32916857e-01  3.26387488e-01  1.69204502e+09]
[-2.31667456e-01  3.26108017e-01  1.69204502e+09]
[-2.28543952e-01  3.24135278e-01  1.69204502e+09]
[-2.22855888e-01  3.16342961e-01  1.69204502e+09]
[-2.15326601e-01  3.15668942e-01  1.69204502e+09]
[-2.06778065e-01  3.17214254e-01  1.69204502e+09]
[-2.02553116e-01  3.20452833e-01  1.69204502e+09]
[-1.97966498e-01  3.19745935e-01  1.69204502e+09]
[-2.02158568e-01  3.12315286e-01  1.69204502e+09]
[-2.27902812e-01  2.54859272e-01  1.69204502e+09]
[-2.74295058e-01  1.27831335e-01  1.69204502e+09]
[-3.03261443e-01  3.61318579e-02  1.69204502e+09]
[-3.01321583e-01 -4.07913666e-03  1.69204502e+09]
[-2.82942231e-01 -3.93118124e-03  1.69204502e+09]
[-2.67045242e-01 -3.83254430e-03  1.69204502e+09]
[-2.54748502e-01 -3.83254430e-03  1.69204502e+09]
[-2.46989062e-01 -3.86542328e-03  1.69204502e+09]
[-2.41876380e-01 -3.79966532e-03  1.69204502e+09]
[-2.29365927e-01 -3.83254430e-03  1.69204502e+09]
[-1.83795656e-01 -3.75034684e-03  1.69204502e+09]
[-6.80287570e-02  5.51687881e-02  1.69204502e+09]
[-5.11767133e-04  1.18904692e-01  1.69204502e+09]
[-6.79008779e-05  1.66513455e-01  1.69204502e+09]
[-8.43403688e-05  1.80569219e-01  1.69204502e+09]
[-6.79008779e-05  1.79369136e-01  1.69204502e+09]
[1.42965766e-05 1.68913621e-01 1.69204502e+09]
[-1.17219351e-04  1.61318577e-01  1.69204502e+09]
[-6.79008779e-05  1.52786481e-01  1.69204502e+09]
[-8.43403688e-05  1.44862647e-01  1.69204502e+09]
[-3.50218961e-05  1.20088336e-01  1.69204502e+09]
[-1.00779860e-04  4.13596159e-02  1.69204502e+09]
[-1.00779860e-04  8.03392140e-04  1.69204502e+09]
[-8.43403688e-05  5.73239267e-04  1.69204502e+09]
[-8.43403688e-05  4.25283849e-04  1.69204502e+09]
[-8.43403688e-05  4.74602322e-04  1.69204502e+09]
