HokinRight_Hand
Dev2/ai0 Dev2/ai1
[-2.23562786e-01 -4.17777361e-03  1.69204498e+09]
[-2.42829871e-01 -4.14489463e-03  1.69204498e+09]
[-2.62294229e-01 -3.99693921e-03  1.69204498e+09]
[-2.72667549e-01 -3.96406023e-03  1.69204498e+09]
[-2.76530829e-01 -3.99693921e-03  1.69204498e+09]
[-2.71335950e-01 -3.93118124e-03  1.69204498e+09]
[-2.69708440e-01 -3.96406023e-03  1.69204498e+09]
[-2.78520008e-01 -3.93118124e-03  1.69204498e+09]
[-2.93447066e-01 -3.83254430e-03  1.69204498e+09]
[-3.16495234e-01 -3.84898379e-03  1.69204498e+09]
[-3.33033363e-01 -3.86542328e-03  1.69204498e+09]
[-3.51363397e-01 -3.91474175e-03  1.69204498e+09]
[-3.70844195e-01 -3.86542328e-03  1.69204498e+09]
[-3.72521023e-01 -3.88186277e-03  1.69204498e+09]
[-3.62312098e-01 -3.86542328e-03  1.69204498e+09]
[-3.46382230e-01 -3.86542328e-03  1.69204498e+09]
[-3.28463184e-01 -3.84898379e-03  1.69204498e+09]
[-2.86147932e-01 -3.86542328e-03  1.69204498e+09]
[-2.14882735e-01 -3.88186277e-03  1.69204498e+09]
[-1.51081068e-01  8.73408710e-02  1.69204498e+09]
[-7.64622160e-02  2.00789792e-01  1.69204498e+09]
[-2.21461372e-02  2.72301570e-01  1.69204498e+09]
[-3.50218961e-05  2.75112723e-01  1.69204498e+09]
[-5.14613870e-05  2.76427882e-01  1.69204498e+09]
[-3.50218961e-05  2.92144033e-01  1.69204498e+09]
[-1.85824052e-05  2.92916689e-01  1.69204498e+09]
[-1.00779860e-04  2.96138829e-01  1.69204498e+09]
[-5.14613870e-05  2.88823256e-01  1.69204498e+09]
[-3.50218961e-05  2.67336844e-01  1.69204498e+09]
[-8.43403688e-05  1.28982100e-01  1.69204498e+09]
[-1.85824052e-05  3.37645712e-02  1.69204498e+09]
[-6.79008779e-05 -2.00776081e-03  1.69204498e+09]
[-1.33658842e-04 -2.30367164e-03  1.69204499e+09]
[-4.11666284e-02 -2.59958248e-03  1.69204499e+09]
[-9.97569752e-02 -2.58314299e-03  1.69204499e+09]
[-1.52856533e-01 -2.58314299e-03  1.69204499e+09]
[-1.71877024e-01 -2.71465892e-03  1.69204499e+09]
[-1.84058688e-01 -2.78041688e-03  1.69204499e+09]
[-1.88924777e-01 -2.71465892e-03  1.69204499e+09]
[-1.94810115e-01 -2.79685637e-03  1.69204499e+09]
[-1.92294873e-01 -2.82973535e-03  1.69204499e+09]
[-1.87280828e-01 -2.81329586e-03  1.69204499e+09]
[-1.89680994e-01 -2.82973535e-03  1.69204499e+09]
[-1.96552701e-01 -2.82973535e-03  1.69204499e+09]
[-1.96766415e-01 -2.91193281e-03  1.69204499e+09]
[-1.71992101e-01 -2.79685637e-03  1.69204499e+09]
[-1.00463873e-01 -2.91193281e-03  1.69204499e+09]
[-1.11645573e-02 -2.96125128e-03  1.69204499e+09]
[-1.17219351e-04 -2.91193281e-03  1.69204499e+09]
[-6.79008779e-05  2.74353673e-02  1.69204499e+09]
[-8.43403688e-05  7.55866353e-02  1.69204499e+09]
[-5.14613870e-05  9.07109665e-02  1.69204499e+09]
[-6.79008779e-05  9.23384760e-02  1.69204499e+09]
[-5.14613870e-05  8.96588391e-02  1.69204499e+09]
[-1.17219351e-04  6.69230238e-02  1.69204499e+09]
[-5.14613870e-05  2.15143039e-03  1.69204499e+09]
[-8.43403688e-05 -1.21866524e-03  1.69204499e+09]
[-1.17219351e-04 -1.44881811e-03  1.69204499e+09]
[-3.50218961e-05 -1.59677353e-03  1.69204499e+09]
[-1.17219351e-04 -1.66253150e-03  1.69204499e+09]
[-5.14613870e-05 -1.67897099e-03  1.69204499e+09]
[-1.00779860e-04 -1.82692641e-03  1.69204499e+09]
[-6.79008779e-05 -1.76116844e-03  1.69204499e+09]
[-2.14291430e-06 -1.87624488e-03  1.69204499e+09]
[-8.43403688e-05  6.07088964e-02  1.69204499e+09]
[-3.50218961e-05  1.48906762e-01  1.69204499e+09]
[-1.50098332e-04  2.05557244e-01  1.69204499e+09]
[-3.50218961e-05  2.52804336e-01  1.69204499e+09]
[-1.17219351e-04  2.79041761e-01  1.69204499e+09]
[-1.33658842e-04  2.83973607e-01  1.69204499e+09]
[-1.17219351e-04  2.81951550e-01  1.69204499e+09]
[-5.14613870e-05  2.78137589e-01  1.69204499e+09]
[-6.79008779e-05  2.62700908e-01  1.69204499e+09]
[-1.00779860e-04  2.17952619e-01  1.69204499e+09]
[-8.43403688e-05  7.88087754e-02  1.69204499e+09]
[-3.50218961e-05  1.08643606e-02  1.69204499e+09]
[-5.14613870e-05 -1.33658842e-04  1.69204499e+09]
[-5.14613870e-05 -5.28206623e-04  1.69204499e+09]
[-8.43403688e-05 -7.58359496e-04  1.69204499e+09]
[-4.92712975e-02 -7.58359496e-04  1.69204499e+09]
[-7.51470567e-02 -8.40556951e-04  1.69204499e+09]
[-1.13746982e-01 -8.40556951e-04  1.69204499e+09]
[-1.14601836e-01 -9.06314914e-04  1.69204499e+09]
[-1.05823148e-01 -9.39193896e-04  1.69204499e+09]
[-1.01861230e-01 -9.88512369e-04  1.69204499e+09]
[-8.06214073e-02 -9.72072878e-04  1.69204499e+09]
[-4.70355267e-02 -1.07070982e-03  1.69204499e+09]
[-2.45298634e-02 -1.03783084e-03  1.69204499e+09]
[-2.94481179e-03  2.83724179e-02  1.69204499e+09]
[-3.50218961e-05  1.78103296e-01  1.69204499e+09]
[-6.79008779e-05  2.81195334e-01  1.69204499e+09]
[-6.79008779e-05  3.39128092e-01  1.69204499e+09]
[-6.79008779e-05  3.58214338e-01  1.69204499e+09]
[-8.43403688e-05  3.62636560e-01  1.69204499e+09]
[-1.17219351e-04  3.59759650e-01  1.69204499e+09]
[-1.00779860e-04  3.51178237e-01  1.69204499e+09]
[-5.14613870e-05  3.42596824e-01  1.69204499e+09]
[-8.43403688e-05  3.37401945e-01  1.69204499e+09]
[-1.17219351e-04  3.32979723e-01  1.69204499e+09]
[-1.00779860e-04  3.25433998e-01  1.69204499e+09]
[-1.33658842e-04  2.88132798e-01  1.69204499e+09]
[-6.79008779e-05  1.54479749e-01  1.69204499e+09]
[-3.50218961e-05  4.31843994e-02  1.69204499e+09]
[-5.14613870e-05  3.10207413e-04  1.69204499e+09]
[-1.85824052e-05 -7.41920005e-04  1.69204499e+09]
[-1.33658842e-04 -1.08714931e-03  1.69204499e+09]
[-8.03583754e-02 -1.53101557e-03  1.69204499e+09]
[-1.42022908e-01 -1.38306015e-03  1.69204499e+09]
[-1.74885451e-01 -1.43237862e-03  1.69204499e+09]
[-2.04772447e-01 -1.48169710e-03  1.69204499e+09]
[-2.12088021e-01 -1.64609201e-03  1.69204499e+09]
[-2.33278526e-01 -1.58033404e-03  1.69204499e+09]
[-2.37437717e-01 -1.66253150e-03  1.69204499e+09]
[-2.34478609e-01 -1.62965251e-03  1.69204499e+09]
[-2.33015494e-01 -1.61321302e-03  1.69204499e+09]
[-2.27393188e-01 -1.66253150e-03  1.69204499e+09]
[-2.29185093e-01 -1.72828946e-03  1.69204499e+09]
[-2.30944118e-01 -1.67897099e-03  1.69204499e+09]
[-2.29152214e-01 -1.72828946e-03  1.69204499e+09]
[-2.28987819e-01 -1.77760793e-03  1.69204499e+09]
[-2.28116526e-01 -1.79404742e-03  1.69204499e+09]
[-2.41909259e-01 -1.76116844e-03  1.69204499e+09]
[-2.52397655e-01 -1.77760793e-03  1.69204499e+09]
[-2.59220044e-01 -1.79404742e-03  1.69204499e+09]
[-2.78322734e-01 -1.84336590e-03  1.69204499e+09]
[-3.02998411e-01 -1.81048691e-03  1.69204499e+09]
[-3.18287139e-01 -1.81048691e-03  1.69204499e+09]
[-3.43077893e-01 -1.84336590e-03  1.69204499e+09]
[-3.75348615e-01 -1.87624488e-03  1.69204499e+09]
[-4.19916078e-01 -1.76116844e-03  1.69204499e+09]
[-4.54471891e-01 -1.84336590e-03  1.69204499e+09]
[-4.54965075e-01 -1.89268437e-03  1.69204499e+09]
[-4.47748138e-01 -1.95844233e-03  1.69204499e+09]
[-4.34958214e-01 -1.82692641e-03  1.69204499e+09]
[-4.17959779e-01 -1.85980539e-03  1.69204499e+09]
[-3.95782904e-01 -1.90912386e-03  1.69204499e+09]
[-3.74904749e-01 -1.85980539e-03  1.69204499e+09]
[-3.50113995e-01 -1.84336590e-03  1.69204499e+09]
[-3.41680536e-01 -1.87624488e-03  1.69204499e+09]
[-3.36962402e-01  8.30666035e-02  1.69204499e+09]
[-3.73211481e-01  1.92274136e-01  1.69204499e+09]
