HokinRight_Hand
Dev2/ai0 Dev2/ai1
[-4.26508315e-01 -6.56149979e-03  1.69204423e+09]
[-4.32459411e-01 -6.54506030e-03  1.69204423e+09]
[-4.33314264e-01 -6.61081827e-03  1.69204423e+09]
[-4.31029175e-01 -6.56149979e-03  1.69204423e+09]
[-4.30470232e-01 -6.59437877e-03  1.69204423e+09]
[-4.17236441e-01 -6.57793928e-03  1.69204423e+09]
[-4.00303764e-01 -6.56149979e-03  1.69204423e+09]
[-3.85097234e-01 -6.62725776e-03  1.69204423e+09]
[-3.44228657e-01 -6.56149979e-03  1.69204423e+09]
[-2.61340739e-01 -6.52862081e-03  1.69204423e+09]
[-1.48582265e-01 -6.52862081e-03  1.69204423e+09]
[-5.56991386e-02 -6.57793928e-03  1.69204423e+09]
[-1.92199078e-02 -6.51218132e-03  1.69204423e+09]
[-4.26790616e-02  4.66695714e-02  1.69204423e+09]
[-4.98138007e-02  1.53049513e-01  1.69204423e+09]
[-5.52223933e-02  2.50683642e-01  1.69204423e+09]
[-7.86979868e-02  3.08172535e-01  1.69204423e+09]
[-1.38044551e-01  3.22409132e-01  1.69204423e+09]
[-2.02438040e-01  3.21488521e-01  1.69204423e+09]
[-2.50112566e-01  3.17806075e-01  1.69204423e+09]
[-2.81775027e-01  3.16573114e-01  1.69204423e+09]
[-2.95222531e-01  3.17000540e-01  1.69204423e+09]
[-3.03179246e-01  3.19861011e-01  1.69204423e+09]
[-3.00039303e-01  3.23987323e-01  1.69204423e+09]
[-2.96636328e-01  3.25286042e-01  1.69204423e+09]
[-2.91277053e-01  3.22754361e-01  1.69204423e+09]
[-2.89353633e-01  3.15488107e-01  1.69204423e+09]
[-2.92986761e-01  3.04440771e-01  1.69204423e+09]
[-3.00318774e-01  2.92686536e-01  1.69204423e+09]
[-3.06089036e-01  2.81425486e-01  1.69204423e+09]
[-3.06615099e-01  2.76690914e-01  1.69204423e+09]
[-3.01255825e-01  2.75046965e-01  1.69204423e+09]
[-2.93315550e-01  2.71183685e-01  1.69204423e+09]
[-2.83862843e-01  2.67419042e-01  1.69204423e+09]
[-2.80163957e-01  2.61352870e-01  1.69204423e+09]
[-2.79785849e-01  2.53001610e-01  1.69204423e+09]
[-2.73407326e-01  2.49121890e-01  1.69204423e+09]
[-2.68327523e-01  2.46557330e-01  1.69204423e+09]
[-2.62951809e-01  2.45866872e-01  1.69204423e+09]
[-2.61784605e-01  2.43006400e-01  1.69204423e+09]
[-2.56392452e-01  2.42595413e-01  1.69204423e+09]
[-2.60650280e-01  2.42776248e-01  1.69204423e+09]
[-2.59680350e-01  2.43894133e-01  1.69204423e+09]
[-2.60009140e-01  2.44781865e-01  1.69204423e+09]
[-2.59466637e-01  2.43548904e-01  1.69204423e+09]
[-2.56277375e-01  2.41461088e-01  1.69204423e+09]
[-2.53120993e-01  2.41082980e-01  1.69204423e+09]
[-2.50293400e-01  2.40030853e-01  1.69204423e+09]
[-2.48600132e-01  2.39965095e-01  1.69204423e+09]
[-2.48156266e-01  2.38584178e-01  1.69204423e+09]
[-2.45854737e-01  2.38682815e-01  1.69204423e+09]
[-2.46183527e-01  2.41230936e-01  1.69204423e+09]
[-2.43947756e-01  2.43779056e-01  1.69204423e+09]
[-2.43931317e-01  2.46097024e-01  1.69204423e+09]
[-2.46989062e-01  2.47116273e-01  1.69204423e+09]
[-2.45377992e-01  2.47132712e-01  1.69204423e+09]
[-2.45295795e-01  2.46918999e-01  1.69204423e+09]
[-2.45805419e-01  2.45538082e-01  1.69204423e+09]
[-2.42780552e-01  2.43779056e-01  1.69204423e+09]
[-2.41399635e-01  2.43170795e-01  1.69204423e+09]
[-2.40018718e-01  2.43137916e-01  1.69204424e+09]
[-2.40922890e-01  2.42414579e-01  1.69204424e+09]
[-2.38489845e-01  2.42907763e-01  1.69204424e+09]
[-2.40840692e-01  2.43072158e-01  1.69204424e+09]
[-2.39032348e-01  2.43187235e-01  1.69204424e+09]
[-2.40051597e-01  2.43137916e-01  1.69204424e+09]
[-2.38522724e-01  2.42381700e-01  1.69204424e+09]
