HokinRight_Hand
Dev2/ai0 Dev2/ai1
[-2.73903349e-02  8.39843693e-03  1.69204423e+09]
[-2.68642712e-02  7.72441780e-03  1.69204423e+09]
[-2.36914494e-02  4.58447505e-03  1.69204423e+09]
[-1.96144556e-02  2.34870428e-03  1.69204423e+09]
[-1.61457230e-02  7.37634176e-04  1.69204423e+09]
[-6.79165267e-03 -4.91755070e-03  1.69204423e+09]
[-8.56996442e-04 -6.74233419e-03  1.69204423e+09]
[-1.17219351e-04 -6.75877368e-03  1.69204423e+09]
[-1.50098332e-04 -6.74233419e-03  1.69204423e+09]
[-1.37126784e-02 -6.69301572e-03  1.69204423e+09]
