u_1,u_2,angle,velocity,acceleration,results,time
-0.36246005369171513,-1.858240521230292e-05,-0.8288149263251796,0.0011906384464699911,0.0011906384464699911,0.0,1693075700.6824083
-0.36392316848214235,-5.1461387025888985e-05,-0.8425513368426738,-0.01373641051749415,-0.014927048963964141,0.0,1693075700.7289054
-0.35774191948069334,-6.79008779348525e-05,-0.8697010103082414,-0.027149673465567584,-0.013413262948073433,0.0,1693075700.7784894
-0.353566288507562,-6.79008779348525e-05,-0.9088845044491721,-0.03918349414093067,-0.012033820675363082,0.0,1693075700.8287156
-0.3444916889161707,-0.00013365884156376072,-0.9588346054561849,-0.04995010100701282,-0.010766606866082147,0.0,1693075700.8787212
-0.3183364571563386,0.029457424645529834,-1.0183917280088142,-0.05955712255262924,-0.009607021545616424,0.0,1693075700.933642
-0.22425324507392666,0.1670230796311849,-1.0844032064087172,-0.06601147839990315,-0.006454355847273912,0.0,1693075700.984491
-0.10674375905829311,0.2991965739302447,-1.1461743207630712,-0.06177111435435392,0.004240364045549227,0.0,1693075701.0285008
-0.04672317641118239,0.3806049205526453,-1.1945418115112165,-0.04836749074814536,0.013403623606208568,0.0,1693075701.079041
-0.010720691004560544,0.4203884810866397,-1.2245909492602474,-0.030049137749030844,0.018318352999114513,0.0,1693075701.1295514
-6.790087793398376e-05,0.43041656850325305,-1.2350862559140907,-0.010495306653843357,0.019553831095187487,0.0,1693075701.1845498
-6.79008779348525e-05,0.42992338387779777,-1.2271995911440345,0.007886664770056118,0.018381971423899475,0.0,1693075701.2323766
-6.790087793658722e-05,0.43314552342723456,-1.202896044866894,0.024303546277140518,0.0164168815070844,0.0,1693075701.2793577
-8.434036884207851e-05,0.4505549405798145,-1.163806223461467,0.0390898214054269,0.014786275128286381,0.0,1693075701.3293793
-8.434036884121115e-05,0.4629174349811883,-1.1103876872303065,0.053418536231160635,0.014328714825733738,0.0,1693075701.3843946
-2.142914305942878e-06,0.4593171872869658,-1.0436261583668005,0.066761528863506,0.013342992632345372,0.0,1693075701.4334111
-8.434036884034379e-05,0.45550322624995276,-0.9657561696775209,0.07786998868927959,0.011108459825773588,0.0,1693075701.4813209
-5.146138702675773e-05,0.45205093392366047,-0.8787870805986383,0.08696908907888254,0.00909910038960294,0.0,1693075701.5293207
-0.00011721935065566597,0.44861508107707593,-0.7844307675137119,0.09435631308492642,0.0073872240060438915,0.0,1693075701.580397
-8.434036884207851e-05,0.44608340002711067,-0.6841165957653973,0.1003141717483146,0.005957858663388177,0.0,1693075701.633396
-0.01685262117620052,0.43421409011436307,-0.5789388354599454,0.10517776030545184,0.004863588557137237,0.0,1693075701.6824117
-0.21503069019428592,0.3718755523741315,-0.4704510793037795,0.10848775615616592,0.003309995850714074,0.0,1693075701.7284305
-0.37322792097298,0.18456401524319463,-0.36532947123114223,0.10512160807263728,-0.003366148083528647,0.0,1693075701.7784464
-0.43221281845214027,0.07874301747386646,-0.27597128365302037,0.08935818757812189,-0.01576342049451539,0.0,1693075701.834469
-0.44314508067203723,0.07639217033906513,-0.20724460898341557,0.06872667466960479,-0.020631512908517103,0.0,1693075701.8844807
-0.4249301234697417,0.09817449511743262,-0.15755833964723143,0.049686269336184155,-0.019040405333420635,0.0,1693075701.9284983
-0.3767952907444119,0.17586752516859488,-0.12370264699998237,0.033855692647249046,-0.01583057668893511,0.0,1693075701.9784274
-0.31828713868050285,0.2597089214565142,-0.09973039841895773,0.023972248581024654,-0.009883444066224394,0.0,1693075702.0302417
-0.2938909326167418,0.31233172543371984,-0.07978754851982317,0.01994284989913456,-0.004029398681890094,0.0,1693075702.084258
-0.2974254233837569,0.32791636062559226,-0.06084037704759526,0.018947171472227912,-0.00099567842690665,0.0,1693075702.133249
-0.3028340162343427,0.3276697682976733,-0.04242275351472645,0.018417623532868813,-0.0005295479393591004,0.0,1693075702.1793513
-0.3054807744388973,0.32625597228364667,-0.024765160731147064,0.017657592783579385,-0.0007600307492894268,0.0,1693075702.2283697
-0.3081768511199832,0.3211104123626436,-0.008027926513393548,0.016737234217753517,-0.0009203585658258698,0.0,1693075702.283397
-0.30354091438829284,0.3158990944723314,0.007518953155934441,0.015546879669327988,-0.0011903545484255275,0.0,1693075702.3344073
-0.2999406656512972,0.30657790439144567,0.021890984592398854,0.014372031436464412,-0.001174848232863577,0.0,1693075702.3952663
-0.29693223862548945,0.3025337901616667,0.03494849565481323,0.01305751106241437,-0.0013145203740500427,0.0,1693075702.4466171
-0.28723293838480235,0.2996897586044692,0.04673674522757792,0.01178824957276469,-0.0012692614896496787,0.0,1693075702.498634
-0.2763006762615683,0.2965004977776991,0.05758699812990784,0.010850252902329924,-0.0009379966704347675,0.0,1693075702.549491
-0.2632805986836026,0.28971098888649294,0.06784626961625645,0.01025927148634861,-0.0005909814159813152,0.0,1693075702.5954149
-0.2557019929315476,0.2854531612643341,0.0778052711339351,0.009959001517678652,-0.00030026996866995803,0.0,1693075702.645427
-0.2506057504561358,0.28389140981740496,0.08761868804103715,0.009813416907102046,-0.00014558461057660537,0.0,1693075702.7004392
-0.253762132892096,0.27631280540937925,0.09742419507687568,0.009805507035838528,-7.90987126351837e-06,0.0,1693075702.765463
-0.2494056675511477,0.2714960351301052,0.10685828744194047,0.009434092365064792,-0.00037141467077373623,0.0,1693075702.8124807
-0.2461013296905054,0.26801086345288566,0.11596665343280382,0.009108365990863352,-0.0003257263742014401,0.0,1693075702.8624942
-0.2450656417046448,0.2705425447662104,0.12479580187423912,0.008829148441435295,-0.0002792175494280568,0.0,1693075702.9175105
