u_1,u_2,angle,velocity,acceleration,results,time
-0.041232386381047696,-0.0015967735326977873,0.6374881277723017,-0.0505171652543637,-0.0505171652543637,0.0,1693075317.4154594
-0.2409228897902258,-0.0014816970962926294,0.6021199108110445,-0.03536821696125711,0.015148948293106588,0.0,1693075317.4620106
-0.5558871169666951,-0.0014488181144617183,0.5710258406139715,-0.031094070197073036,0.004274146764184073,0.0,1693075317.5121093
-0.669237413431744,-0.0014981365872050539,0.5296624448615301,-0.04136339575244137,-0.010269325555368337,0.0,1693075317.5615191
-0.8365421178443728,-0.001415939132632539,0.47388358622030385,-0.05577885864122627,-0.014415462888784897,0.0,1693075317.6115882
-0.9034837248925175,-0.0014159391326316732,0.39776974190138703,-0.07611384431891684,-0.020334985677690567,0.0,1693075317.6646516
-0.979483489560911,-0.0014816970962917633,0.3003352695630341,-0.09743447233835296,-0.02132062801943613,0.0,1693075317.7146482
-1.0074635018572906,-0.0014159391326316732,0.18041491808479568,-0.1199203514782384,-0.022485879139885437,0.0,1693075317.7616947
-1.0717912256914668,-0.0013994996417201117,0.038887017761996046,-0.14152790032279963,-0.02160754884456123,0.0,1693075317.8114955
-1.1192520317022066,-0.001448818114462584,-0.1247023556139184,-0.16358937337591445,-0.022061473053114802,0.0,1693075317.863377
-1.1328474892627598,-0.0014323786235475617,-0.309943301654115,-0.18524094604019659,-0.02165157266428214,0.0,1693075317.9133759
-1.1389465397215042,-0.0013666206598883374,-0.515154614945879,-0.20521131329176406,-0.019970367251567468,0.0,1693075317.9643857
-1.1459662015472591,-0.0014816970962917633,-0.7383036468592064,-0.22314903191332738,-0.017937718621563327,0.0,1693075318.0119827
-1.1715624857281028,-0.0014159391326316732,-0.977035816976125,-0.2387321701169186,-0.01558313820359123,0.0,1693075318.0619783
-1.233079050023496,-0.0013994996417183796,-1.2287131673107163,-0.2516773503345915,-0.012945180217672875,0.0,1693075318.1129894
-1.1947092857289707,-0.0014488181144617183,-1.4901069756652832,-0.26139380835456694,-0.009716458019975472,0.0,1693075318.1640038
-1.1938873114354136,-0.0013994996417175166,-1.7555356087658442,-0.2654286331005611,-0.004034824745994165,0.0,1693075318.211996
