u_1,u_2,angle,velocity,acceleration,results,time
-0.01867740463991352,-0.00537785644553271,-0.6170603584483648,0.003946967061434402,0.003946967061434402,0.0,1692983540.9249203
-0.020946054399192483,-0.004243531571203879,-0.6182358083019838,-0.001175449853619003,-0.005122416915053405,0.0,1692983540.9714015
-0.02485865326310217,-0.0033064805883705277,-0.6240721790835005,-0.005836370781516798,-0.004660920927897795,0.0,1692983541.0215642
-0.0319933923797685,-0.003306480588371388,-0.6341114415373612,-0.010039262453860663,-0.004202891672343865,0.0,1692983541.0716043
-0.05017546955152741,-0.004769595280987889,-0.647767490296976,-0.013656048759614823,-0.00361678630575416,0.0,1692983541.1215124
-0.08372847115821473,-0.006331346919923074,-0.6640117052356491,-0.016244214938673153,-0.0025881661790583305,0.0,1692983541.1725237
-0.12079952422636415,-0.006824531648165591,-0.6813365066876996,-0.01732480145205055,-0.0010805865133773965,0.0,1692983541.2225347
-0.14333806707073457,-0.006873850120995737,-0.6982478299231027,-0.016911323235403147,0.0004134782166474026,0.0,1692983541.2715464
-0.15019333504763588,-0.006873850120994884,-0.7138564061951839,-0.015608576272081173,0.0013027469633219756,0.0,1692983541.321755
-0.13935971012006718,-0.006824531648168151,-0.7279075658246396,-0.014051159629455637,0.001557416642625535,0.0,1692983541.372514
-0.08537242029082688,0.051157552346483115,-0.7408782017398132,-0.012970635915173615,0.0010805237142820215,0.0,1692983541.4235253
-0.02615737305678212,0.12068015727932804,-0.7501743095889394,-0.009296107849126116,0.003674528066047499,0.0,1692983541.4735365
-0.0017940474237273297,0.14392559628574997,-0.7509522318232632,-0.0007779222343238402,0.008518185614802276,0.0,1692983541.520763
-0.00011721935065653333,0.15582778703154596,-0.7425293739255535,0.008422857897709687,0.009200780132033527,0.0,1692983541.5725012
-6.790087793398376e-05,0.15784984429301943,-0.724656378262095,0.017872995663458593,0.009450137765748906,0.0,1692983541.6235127
1.429657660215189e-05,0.1568799143872973,-0.6982133541171112,0.02644302414498382,0.008570028481525225,0.0,1692983541.6726248
-6.790087793485112e-05,0.15500581253447196,-0.6643854215001787,0.03382793261693254,0.007384908471948715,0.0,1692983541.721355
-3.502189612039769e-05,0.1517014750534629,-0.624376407102634,0.040009014397544666,0.006181081780612129,0.0,1692983541.7713547
-3.502189611952894e-05,0.14866016940753485,-0.5794383266104833,0.044938080492150596,0.004929066094605932,0.0,1692983541.8243682
-8.434036884121115e-05,0.147460086638019,-0.5306694512294744,0.048768875381008936,0.0038307948888583417,0.0,1692983541.873452
-3.502189612039769e-05,0.14696690193807369,-0.47888034439539573,0.051789106834078696,0.0030202314530697622,0.0,1692983541.920973
-3.502189612126644e-05,0.14552022681754187,-0.4247383151149628,0.054142029280432914,0.0023529224463542196,0.0,1692983541.971143
-1.8582405214907784e-05,0.14492840517708436,-0.3689125368557984,0.0558257782591644,0.0016837489787314853,0.0,1692983542.0227318
-0.00010077985974843856,0.14384339883583466,-0.3119252446196533,0.0569872922361451,0.0011615139769806974,0.0,1692983542.0727434
-0.00010077985974930592,0.1430378638245118,-0.2542668821954239,0.057658362424229406,0.000671070188084305,0.0,1692983542.1237555
-5.1461387025888985e-05,0.14095004859004318,-0.19634316161867055,0.05792372057675337,0.0002653581525239645,0.0,1692983542.1717777
-3.502189611866158e-05,0.14198573646253337,-0.13857103904167611,0.05777212257699445,-0.00015159799975892385,0.0,1692983542.221796
-6.79008779331164e-05,0.140999367060142,-0.08114416774319648,0.057426871298479634,-0.00034525127851480993,0.0,1692983542.2738078
-0.00011721935065566597,0.13688949454590676,-0.02432911729802393,0.05681505044517255,-0.0006118208533070868,0.0,1692983542.3237998
-0.0014488181145015072,0.1211569024958457,0.03153648406322132,0.05586560136124525,-0.0009494490839272988,0.0,1692983542.371104
-0.003405117533920207,0.10797243133719565,0.0857955302070317,0.05425904614381039,-0.0016065552174348565,0.0,1692983542.4218042
-0.003191404151902365,0.10299126578151636,0.13805846390050885,0.052262933693477155,-0.0019961124503332394,0.0,1692983542.4725134
-0.0029448117880553127,0.09311113209195003,0.18836356541028643,0.05030510150977756,-0.0019578321836995994,0.0,1692983542.523519
-0.01698413706825528,0.04519001724786486,0.23672714791995333,0.04836358250966691,-0.0019415190001106535,0.0,1692983542.5745306
