HokinLeft_Hand
Dev2/ai0 Dev2/ai1
[-4.95507689e-02  3.79537948e-03  1.69204201e+09]
[-5.53703488e-02  2.29938581e-03  1.69204201e+09]
[-5.96774955e-02  8.19831631e-04  1.69204201e+09]
[-7.36181840e-02  1.95130977e-04  1.69204201e+09]
[-1.02337975e-01 -3.50218961e-05  1.69204201e+09]
[-1.70972852e-01  9.84226540e-04  1.69204201e+09]
[-2.45887616e-01  2.80901003e-03  1.69204201e+09]
[-2.96734965e-01  1.41165330e-03  1.69204201e+09]
[-3.32836089e-01  2.44449449e-04  1.69204201e+09]
[-3.67359022e-01 -7.91238478e-04  1.69204201e+09]
[-3.82910782e-01 -9.88512369e-04  1.69204201e+09]
[-3.87135731e-01 -1.07070982e-03  1.69204201e+09]
[-3.77041883e-01 -1.28442321e-03  1.69204201e+09]
[-3.43061453e-01 -1.30086270e-03  1.69204201e+09]
[-2.71385268e-01 -1.25154422e-03  1.69204201e+09]
[-1.23725754e-01 -1.35018117e-03  1.69204201e+09]
[-2.96918636e-02  9.20397198e-03  1.69204201e+09]
[-3.88186277e-03  6.94711448e-02  1.69204201e+09]
[-4.45724495e-03  1.84300983e-01  1.69204201e+09]
[-4.45724495e-03  2.61796737e-01  1.69204201e+09]
[-4.52300292e-03  2.99952790e-01  1.69204201e+09]
[-4.58876088e-03  3.10786413e-01  1.69204201e+09]
[-4.57232139e-03  3.34541474e-01  1.69204201e+09]
[-4.53944241e-03  3.70478196e-01  1.69204201e+09]
[-4.57232139e-03  3.83859939e-01  1.69204201e+09]
[-4.57232139e-03  3.88808225e-01  1.69204201e+09]
[-4.60520037e-03  3.81706366e-01  1.69204201e+09]
[-4.67095834e-03  3.74308597e-01  1.69204201e+09]
[-4.68739783e-03  3.57310166e-01  1.69204201e+09]
[-4.58876088e-03  3.24085960e-01  1.69204201e+09]
[-4.75315579e-03  2.46623088e-01  1.69204201e+09]
[-4.83535324e-03  7.14274442e-02  1.69204201e+09]
[-4.76959528e-03  7.77373627e-03  1.69204201e+09]
[-4.67095834e-03  6.73804835e-03  1.69204201e+09]
[-5.24634052e-03  6.54077446e-03  1.69204201e+09]
[-1.04803899e-01  6.37637955e-03  1.69204201e+09]
[-1.76447203e-01  6.32706108e-03  1.69204201e+09]
[-2.22510659e-01  6.35994006e-03  1.69204201e+09]
[-2.59631031e-01  6.31062159e-03  1.69204201e+09]
[-2.73637479e-01  6.27774261e-03  1.69204201e+09]
[-2.75889689e-01  6.21198464e-03  1.69204201e+09]
[-2.79868046e-01  6.27774261e-03  1.69204201e+09]
[-2.79605014e-01  6.27774261e-03  1.69204201e+09]
[-2.82514804e-01  6.31062159e-03  1.69204201e+09]
[-2.78750161e-01  6.17910566e-03  1.69204201e+09]
[-2.76908937e-01  6.19554515e-03  1.69204201e+09]
[-2.70596173e-01  6.27774261e-03  1.69204201e+09]
[-2.54764942e-01  6.22842413e-03  1.69204201e+09]
