u_1,u_2,angle,velocity,acceleration,results,time
-0.01624435997230501,-0.0003473722233724566,0.747479249720562,-0.03869950296632023,-0.03869950296632023,0.0,1693075895.7047884
-0.023691449400082137,-0.0008405569506776886,0.7279213415641883,-0.0195579081563737,0.019141594809946528,0.0,1693075895.754346
-0.05637315772337635,-0.001103588805273062,0.7247858777449926,-0.003135463819195744,0.016422444337177957,0.0,1693075895.803915
-0.07680744532366111,-0.0010871493143606345,0.7343072430627788,0.009521365317786294,0.012656829136982038,0.0,1693075895.8539603
-0.08129542644488912,-0.001103588805273062,0.7540647149366742,0.019757471873895323,0.010236106556109027,0.0,1693075895.9043012
-0.05352912574971915,0.0066887298774112956,0.7830311532339067,0.02896643829723259,0.009208966423337265,0.0,1693075895.9580922
-0.012052289772986807,0.08076507479079545,0.8225254173776536,0.039494264143746904,0.010527825846514318,0.0,1693075896.0080907
-8.434036884294727e-05,0.151668596069145,0.874882750668575,0.05235733329092136,0.012863069147174461,0.0,1693075896.054101
-0.00010077985975017468,0.21859375872507586,0.9401613882248439,0.06527863755626881,0.01292130426534744,0.0,1693075896.1040883
-0.00010077985975017328,0.2427269291174504,1.017338660472353,0.07717727224750927,0.011898634691240455,0.0,1693075896.1560578
-0.06863701817974008,0.23056170702020284,1.1053909083117825,0.08805224783942944,0.010874975591920173,0.0,1693075896.2090697
-0.27362103909406255,0.14007875558194388,1.1981207697040055,0.092729861392223,0.004677613552793554,0.0,1693075896.2590811
-0.4093948034754197,0.026728469180993968,1.279240808670166,0.08112003896616052,-0.011609822426062476,0.0,1693075896.3050985
-0.44600555229042615,0.0027268125750658624,1.3395697441525904,0.060328935482424434,-0.020791103483736088,0.0,1693075896.354497
-0.4512004317811404,0.0025788571570313943,1.377748789816809,0.038179045664218536,-0.022149889818205894,0.0,1693075896.4077976
-0.4426025774340653,0.0024144622480922694,1.3950249839279416,0.017276194111132525,-0.02090285155308601,0.0,1693075896.458813
-0.45226899876495896,0.0022993858118278143,1.394028850773176,-0.0009961331547655994,-0.018272327265898124,0.0,1693075896.504422
-0.46570006377554946,0.0022336278482502454,1.3757282659231842,-0.01830058484999172,-0.01730445169522612,0.0,1693075896.55443
-0.46583157971198486,0.0022171883573543273,1.3409054157644507,-0.03482285015873365,-0.016522265308741926,0.0,1693075896.6044486
-0.4419778767357868,0.0022007488664584074,1.2916878359271469,-0.04921757983730374,-0.014394729678570091,0.0,1693075896.6594636
-0.42992772905581605,0.0022171883573534543,1.232216967677926,-0.05947086824922092,-0.01025328841191718,0.0,1693075896.708478
-0.42032706569325173,0.002118551411979687,1.1651711169334285,-0.06704585074449752,-0.0075749824952766045,0.0,1693075896.7540183
-0.4106277653794793,0.002167869884668315,1.0926832657063157,-0.07248785122711283,-0.005442000482615311,0.0,1693075896.8044186
-0.3885824065385018,0.0021185514119805584,1.0165588588310344,-0.0761244068752814,-0.0036365556481685666,0.0,1693075896.8594348
-0.3705647232625924,0.0021021119210837672,0.9391975821334552,-0.07736127669757924,-0.00123686982229784,0.0,1693075896.9094536
-0.35701858183174673,0.0021678698846691867,0.8622146000714842,-0.07698298206197095,0.00037829463560829483,0.0,1693075896.9544766
-0.35024551112025293,0.00213499090287735,0.7865261373467743,-0.0756884627247099,0.0012945193372610492,0.0,1693075897.0044925
-0.34205864409910025,0.002907646974876471,0.7123216968777565,-0.07420444046901782,0.0014840222556920868,0.0,1693075897.0591123
-0.3447875997723109,0.002151430393771525,0.6397316077512617,-0.07259008912649477,0.001614351342523048,0.0,1693075897.109123
-0.34128598797485304,0.002151430393772397,0.5680848779102406,-0.07164672984102108,0.0009433592854736844,0.0,1693075897.1572711
-0.34033249743860966,0.002069232939292802,0.4970828471335934,-0.07100203077664727,0.000644699064373806,0.0,1693075897.2047558
-0.33512117847442197,0.002085672430190466,0.4262357188472565,-0.07084712828633695,0.0001549024903103191,0.0,1693075897.2551394
-0.32578354702315865,0.019626609165928465,0.3552600463273182,-0.07097567251993823,-0.00012854423360128975,0.0,1693075897.3091402
-0.3122867241107973,0.010502691757342754,0.284360149582067,-0.07089989674525123,7.577577468701293e-05,0.0,1693075897.359156
-0.3015846148461104,-5.146138706146608e-05,0.21331954848738433,-0.07104060109468267,-0.00014070434943145075,0.0,1693075897.4041703
-0.2930853975119074,-0.001415939132635137,0.14162505496074426,-0.07169449352664006,-0.000653892431957387,0.0,1693075897.4547925
-0.23488959626803818,0.04760662235805176,0.06890393269475144,-0.07272112226599282,-0.0010266287393527558,0.0,1693075897.5097947
-0.06526692247048635,0.1612199397220021,-0.002033067286918544,-0.07093699998166998,0.0017841222843228456,0.0,1693075897.5734632
-0.0038983022620615996,0.20752998228593414,-0.06265378549955687,-0.06062071821263833,0.010316281769031658,0.0,1693075897.621087
-6.79008779348525e-05,0.2362826493127864,-0.11127351816771944,-0.048619732668162566,0.012000985544475764,0.0,1693075897.6708162
-3.502189611866158e-05,0.247165591215404,-0.1486192422461053,-0.03734572407838584,0.01127400858977672,0.0,1693075897.7258296
-1.8582405213170282e-05,0.2385841778171439,-0.17591237382173808,-0.027293131575632783,0.010052592502753059,0.0,1693075897.78949
-2.1429143042067667e-06,0.2278656307625687,-0.19488199548317853,-0.018969621661440464,0.008323509914192317,0.0,1693075897.8374872
-1.8582405212301534e-05,0.2205664974603902,-0.20707168760348502,-0.012189692120306482,0.006779929541133982,0.0,1693075897.8881438
-8.434036884034379e-05,0.20900953634549632,-0.2136424463276469,-0.00657075872416189,0.005618933396144592,0.0,1693075897.9414895
-2.1429143042067667e-06,0.1721193215001468,-0.21574528282862632,-0.002102836500979432,0.004467922223182458,0.0,1693075898.0075016
-0.02707798455546174,0.10894236125803666,-0.21543061525338505,0.0003146675752412529,0.0024175040762206847,0.0,1693075898.0548189
-0.10787808396425522,0.03960059042072174,-0.21631080116928478,-0.0008801859158997236,-0.0011948534911409765,0.0,1693075898.1045082
-0.179570706560003,0.0018062010849162632,-0.22327085143373868,-0.006960050264453889,-0.0060798643485541655,0.0,1693075898.158844
-0.20567661937836954,0.0013787743215814218,-0.23922760118698982,-0.015956749753251145,-0.008996699488797255,0.0,1693075898.2088554
-0.2222476270719386,0.0012472583943800978,-0.2641859651835372,-0.0249583639965474,-0.009001614243296256,0.0,1693075898.25687
-0.22752470393604235,0.001165060939876114,-0.29800519774771367,-0.03381923256417645,-0.008860868567629054,0.0,1693075898.3048306
-0.23314701013245961,0.001181500430777259,-0.34039021575961137,-0.042385018011897715,-0.00856578544772126,0.0,1693075898.3557935
-0.23173321383702064,0.0011650609398752454,-0.39116788626398363,-0.05077767050437228,-0.008392652492474563,0.0,1693075898.4088087
-0.2245820349053856,0.001115742467171811,-0.45012824224497816,-0.05896035598099455,-0.00818268547662227,0.0,1693075898.471503
-0.21200582370025406,0.0011157424671726813,-0.5170770410021454,-0.06694879875716721,-0.007988442776172658,0.0,1693075898.521247
-0.21240037150238286,0.001181500430777259,-0.591861247453214,-0.07478420645106862,-0.007835407693901416,0.0,1693075898.5762615
-0.15910353948545078,0.12299812538362134,-0.6745746188738171,-0.0827133714206031,-0.007929164969534488,0.0,1693075898.640283
-0.09191533783835305,0.234178394673221,-0.7574891684494098,-0.08291454957559269,-0.0002011781549895835,0.0,1693075898.6880066
-0.039489800316801736,0.2943633642302145,-0.8337322056957287,-0.07624303724631888,0.006671512329273811,0.0,1693075898.7380157
-0.003010569751867115,0.3218666288369062,-0.9001593641145249,-0.06642715841879626,0.00981587882752262,0.0,1693075898.7910314
