0,1,2
0.0,0.0,0.0
-0.029790500577130764,-0.0034544360066946153,1692044377.2347877
-0.08218315897628001,-0.0033722385520737557,1692044377.2797632
-0.1321098943638126,-0.0034379965157701003,1692044377.3297665
-0.17406347685676846,-0.0035366334613223583,1692044377.3801746
-0.20870148585871506,-0.0036352704068772002,1692044377.4297786
-0.2218037607938192,-0.00379966531614387,1692044377.4808092
-0.22660409239556753,-0.00393118124356151,1692044377.5318127
-0.22879054480441305,-0.004062697170986032,1692044377.5800958
-0.23479095931358618,-0.00424353157120474,1692044377.629805
-0.2340840611656661,-0.0045723213898085785,1692044377.6801217
-0.21524440357701566,-0.004687397826326624,1692044377.7311506
-0.1672410878309059,-0.004802474262852394,1692044377.7816553
-0.07049468068320462,-0.00481891375378293,1692044377.8296618
-0.002336550624494162,-0.004802474262851536,1692044377.879418
-0.00010077985974930592,0.07504413211769585,1692044377.9294553
-0.00010077985975017468,0.12156788974995887,1692044377.9814732
-6.790087793485112e-05,0.14443522047644353,1692044378.0325446
-8.434036884207851e-05,0.15918144297618814,1692044378.0796318
-2.142914305942878e-06,0.16544488862487697,1692044378.1295524
-6.79008779331164e-05,0.16136789513365524,1692044378.1796682
-5.146138702675635e-05,0.13759639261685178,1692044378.232306
-1.858240521317167e-05,0.04819844403488654,1692044378.2806282
-0.00011721935065566597,-0.0008898754234947556,1692044378.3296542
-3.502189611953033e-05,-0.001531015569035965,1692044378.3796697
1.429657660215189e-05,-0.0016460920054454501,1692044378.429625
-0.07478538789976373,-0.0018104869146069193,1692044378.4816413
-0.14207222622303922,-0.001892684369189815,1692044378.5306563
-0.16669858460566314,-0.001859805387354585,1692044378.5796278
-0.17534575720459386,-0.001909123860108293,1692044378.6298728
-0.1774006936608757,-0.0019255633510241814,1692044378.679626
-0.1688028395334045,-0.0019584423328585484,1692044378.7316391
-0.153185322513219,-0.002007760805612259,1692044378.7826495
-0.13885008588257475,-0.001974881823776163,1692044378.8296256
-0.11220167020369494,-0.0020406397874448965,1692044378.8794396
-0.07345378910482818,-0.0020735187692818556,1692044378.9296286
-0.055468985708016325,-0.002057079278363376,1692044378.9806569
-0.020650143561847994,-0.002057079278363376,1692044379.031724
-5.1461387025888985e-05,-0.00204063978745008,1692044379.0804977
-0.0001007798597501719,-0.002172155714790139,1692044379.1301556
-8.434036884294727e-05,-0.002122837242037293,1692044379.1800916
-8.434036884121115e-05,-0.002040639787449215,1692044379.2311025
-8.434036884207851e-05,-0.0020899582601994703,1692044379.2811224
-6.790087793398376e-05,-0.0021557162238716593,1692044379.3301318
-6.790087793398376e-05,-0.0021721557147910036,1692044379.3796911
-0.00010077985974843856,-0.0021228372420364293,1692044379.4301689
-0.00011721935065740069,-0.0021228372420364293,1692044379.482168
-0.00010077985974930592,-0.0021557162238768426,1692044379.5312896
-0.0878547834788538,-0.0022050346966288256,1692044379.580197
-0.12970972860499858,-0.0021557162238725223,1692044379.629625
-0.1475794558897567,-0.0021392767329531798,1692044379.6797888
-0.14716846860094696,-0.0021721557147927283,1692044379.7316265
-0.14468610537708293,-0.0021885952057094813,1692044379.7826436
-0.13977069740794432,-0.002172155714791868,1692044379.8296278
-0.11931996999562385,-0.0021721557147918666,1692044379.8796554
-0.07795820971436582,-0.002205034696627961,1692044379.9298303
-0.023921602275136393,-0.002221474187548167,1692044379.9807637
-0.00011721935065653333,-0.0021392767329531798,1692044380.030767
-1.858240521230292e-05,-0.002155716223873387,1692044380.0795195
-8.434036884121115e-05,0.04663669242662455,1692044380.1298947
-8.434036884034379e-05,0.07343306205294135,1692044380.1796317
-8.434036884121115e-05,0.07650724677242679,1692044380.23166
-5.146138702935843e-05,0.060001998291367195,1692044380.2822251
-8.434036884294727e-05,0.02631748191352523,1692044380.3296542
-0.00011721935065566597,-0.0018598053873563115,1692044380.3796718
-6.79008779331164e-05,-0.0020077608056105296,1692044380.42958
-6.790087793485112e-05,-0.002155716223872524,1692044380.481542
-0.0001500983324718555,-0.002205034696627961,1692044380.530557
-0.00010077985974930592,-0.0021885952057094813,1692044380.579579
-6.79008779331164e-05,-0.002303671642143154,1692044380.6296284
-0.00010077985975104204,-0.0023201111330607704,1692044380.6795835
-8.434036884034379e-05,-0.002352990114899456,1692044380.732219
-0.04098579400777037,-0.002369429605821388,1692044380.7812505
-0.0756895599172354,-0.00241874807857769,1692044380.8301637
-0.09720885405226577,-0.0023858690967390045,1692044380.8797374
-0.10084198164511574,-0.002435187569497896,1692044380.9317482
-0.0859313629935534,-0.002402308587658347,1692044380.981765
-0.05948022155840564,-0.002418748078578553,1692044381.0298872
-0.04404353935530645,-0.002418748078578553,1692044381.079855
-0.04853152043609594,-0.002451627060418965,1692044381.1298585
-0.05678414500255304,-0.0024680665513374445,1692044381.1819153
-0.06148583948512866,-0.00241874807857769,1692044381.2319262
-0.05821438073607118,-0.002418748078578553,1692044381.2796261
-0.03340718861262458,-0.0024845060422585123,1692044381.3296254
-0.0023036716422691673,-0.002500945533177856,1692044381.3796437
-0.00013365884156549686,-0.0024845060422585123,1692044381.432676
-6.790087793398376e-05,-0.002484506042256787,1692044381.4826903
-3.502189611953033e-05,-0.0024351875694970325,1692044381.5299451
-0.00013365884156376072,-0.002435187569498759,1692044381.579634
-0.02836026485592656,-0.002484506042259374,1692044381.6296287
-0.05481140606083795,-0.002500945533176993,1692044381.6826408
-0.06423123451801942,-0.0024845060422576505,1692044381.7306542
-0.0631133491151585,-0.002402308587657484,1692044381.7799795
-0.05606080739038577,-0.0025338245150199916,1692044381.8302755
-0.046312189131650854,-0.002517385024099786,1692044381.8796303
