HokinRight_Hand
Dev2/ai0 Dev2/ai1
[-4.60655968e-02  7.83949424e-03  1.69204455e+09]
[-5.87568839e-02  7.92169169e-03  1.69204455e+09]
[-7.83691970e-02  7.92169169e-03  1.69204455e+09]
[-9.95103828e-02  7.93813118e-03  1.69204455e+09]
[-1.10261810e-01  7.87237322e-03  1.69204455e+09]
[-1.15571766e-01  7.90525220e-03  1.69204455e+09]
[-1.23265448e-01  7.87237322e-03  1.69204455e+09]
[-1.36482799e-01  7.85593373e-03  1.69204455e+09]
[-1.65547820e-01  7.90525220e-03  1.69204455e+09]
[-1.94579962e-01  7.88881271e-03  1.69204455e+09]
[-2.28313800e-01  7.93813118e-03  1.69204455e+09]
[-2.49997489e-01  1.86895582e-02  1.69204455e+09]
[-2.17052748e-01  1.18855374e-01  1.69204455e+09]
[-8.42216559e-02  2.16177154e-01  1.69204455e+09]
[-5.72308576e-03  3.02714625e-01  1.69204455e+09]
[-1.17219351e-04  3.11279598e-01  1.69204455e+09]
[-1.33658842e-04  3.05805248e-01  1.69204455e+09]
[-3.50218961e-05  2.99311650e-01  1.69204455e+09]
[-1.66537823e-04  2.93212600e-01  1.69204455e+09]
[-8.43403688e-05  2.87623174e-01  1.69204455e+09]
[-1.33658842e-04  2.77282735e-01  1.69204455e+09]
[-6.79008779e-05  2.72054978e-01  1.69204455e+09]
[-6.79008779e-05  2.53642750e-01  1.69204455e+09]
[-3.50218961e-05  2.17311479e-01  1.69204455e+09]
[-8.43403688e-05  1.77758067e-01  1.69204456e+09]
[-1.17219351e-04  1.39421176e-01  1.69204456e+09]
[-1.33658842e-04  1.26614813e-01  1.69204456e+09]
[-3.50218961e-05  7.85128646e-02  1.69204456e+09]
[-5.14613870e-05  1.46947619e-02  1.69204456e+09]
[-1.82692641e-03  9.31904842e-03  1.69204456e+09]
[-1.04655944e-01  8.99025860e-03  1.69204456e+09]
[-1.61142036e-01  8.84230318e-03  1.69204456e+09]
[-1.97128084e-01  8.84230318e-03  1.69204456e+09]
[-2.23677863e-01  8.72722675e-03  1.69204456e+09]
[-2.48748088e-01  8.69434776e-03  1.69204456e+09]
[-2.60781796e-01  8.61215031e-03  1.69204456e+09]
[-2.70333141e-01  8.62858980e-03  1.69204456e+09]
[-2.77582957e-01  8.66146878e-03  1.69204456e+09]
[-2.86279448e-01  8.69434776e-03  1.69204456e+09]
[-2.84964288e-01  8.61215031e-03  1.69204456e+09]
[-2.88367263e-01  8.62858980e-03  1.69204456e+09]
[-2.77467880e-01  8.57927133e-03  1.69204456e+09]
[-2.58809057e-01  8.59571082e-03  1.69204456e+09]
[-2.06745186e-01  8.54639235e-03  1.69204456e+09]
[-1.04146319e-01  8.44775540e-03  1.69204456e+09]
[-3.04152012e-02  2.68271061e-02  1.69204456e+09]
[-1.00779860e-04  6.45064187e-02  1.69204456e+09]
[-6.79008779e-05  9.62839537e-02  1.69204456e+09]
[-1.33658842e-04  1.06953183e-01  1.69204456e+09]
[-1.00779860e-04  1.20581520e-01  1.69204456e+09]
[-1.17219351e-04  1.26812087e-01  1.69204456e+09]
[-1.00779860e-04  1.42002176e-01  1.69204456e+09]
[-8.43403688e-05  1.49268431e-01  1.69204456e+09]
[-2.14291431e-06  1.47164176e-01  1.69204456e+09]
[-5.14613870e-05  1.34505768e-01  1.69204456e+09]
[-1.17219351e-04  6.73668901e-02  1.69204456e+09]
[-5.14613870e-05  2.08431315e-02  1.69204456e+09]
[-3.50218961e-05  9.53276180e-03  1.69204456e+09]
[-6.79008779e-05  9.20397198e-03  1.69204456e+09]
[-4.50463485e-02  9.12177453e-03  1.69204456e+09]
[-6.94261137e-02  8.87518216e-03  1.69204456e+09]
[-5.53374698e-02  8.90806114e-03  1.69204456e+09]
[-1.50442771e-02  8.92450064e-03  1.69204456e+09]
[-2.14291430e-06  8.89162165e-03  1.69204456e+09]
[-1.17219351e-04  8.80942420e-03  1.69204456e+09]
[-3.44593161e-02  8.80942420e-03  1.69204456e+09]
[-3.50511377e-02  8.80942420e-03  1.69204456e+09]
[-1.18578626e-03  8.72722675e-03  1.69204456e+09]
[-8.43403688e-05  8.71078725e-03  1.69204456e+09]
[-5.14613870e-05  3.08383419e-02  1.69204456e+09]
[-8.43403688e-05  5.82429728e-02  1.69204456e+09]
[-3.50218961e-05  7.50770111e-02  1.69204456e+09]
[-5.14613870e-05  6.78765143e-02  1.69204456e+09]
[-5.14613870e-05  2.29638258e-02  1.69204456e+09]
[-8.43403688e-05 -6.84097114e-03  1.69204456e+09]
[-1.50098332e-04 -6.74233419e-03  1.69204456e+09]
[-3.50218961e-05 -6.77521318e-03  1.69204456e+09]
[-3.50218961e-05 -6.75877368e-03  1.69204456e+09]
[-2.14291430e-06 -6.75877368e-03  1.69204456e+09]
[-5.14613870e-05 -6.75877368e-03  1.69204456e+09]
[-3.08097491e-02 -6.89028961e-03  1.69204456e+09]
[-7.77773753e-02 -6.66013674e-03  1.69204456e+09]
[-1.16969123e-01 -6.79165267e-03  1.69204456e+09]
[-1.39672060e-01 -6.77521318e-03  1.69204456e+09]
[-1.54385405e-01 -6.67657623e-03  1.69204456e+09]
[-1.67487680e-01 -6.70945521e-03  1.69204456e+09]
[-1.70216636e-01 -6.70945521e-03  1.69204456e+09]
[-1.54549800e-01 -6.69301572e-03  1.69204456e+09]
[-9.57786183e-02 -6.70945521e-03  1.69204456e+09]
[-1.38770733e-02 -6.75877368e-03  1.69204456e+09]
[-8.43403688e-05 -6.75877368e-03  1.69204456e+09]
[-6.79008779e-05 -6.67657623e-03  1.69204456e+09]
[-6.79008779e-05 -6.77521318e-03  1.69204456e+09]
[-1.00779860e-04 -6.74233419e-03  1.69204456e+09]
[-6.79008779e-05 -6.72589470e-03  1.69204456e+09]
[-1.85824052e-05 -6.77521318e-03  1.69204456e+09]
[-5.66033106e-02 -6.70945521e-03  1.69204456e+09]
[-1.66978056e-01 -6.75877368e-03  1.69204456e+09]
[-2.23825818e-01 -6.69301572e-03  1.69204456e+09]
[-2.30812602e-01 -6.77521318e-03  1.69204456e+09]
[-2.30434494e-01 -6.72589470e-03  1.69204456e+09]
[-2.17973359e-01 -6.69301572e-03  1.69204456e+09]
[-1.91604414e-01 -6.67657623e-03  1.69204456e+09]
[-1.61865374e-01 -6.70945521e-03  1.69204456e+09]
[-1.36515678e-01 -6.72589470e-03  1.69204456e+09]
[-1.22262639e-01 -6.72589470e-03  1.69204456e+09]
[-8.58327260e-02 -6.66013674e-03  1.69204456e+09]
[-1.93678633e-02 -6.69301572e-03  1.69204456e+09]
[-8.43403688e-05 -6.75877368e-03  1.69204456e+09]
[-6.79008779e-05 -6.70945521e-03  1.69204456e+09]
[-3.50218961e-05 -6.69301572e-03  1.69204456e+09]
[-8.43403688e-05  3.99786987e-02  1.69204456e+09]
[-6.79008779e-05  3.86799789e-02  1.69204456e+09]
[-1.85824052e-05  6.29775461e-02  1.69204456e+09]
[-1.33658842e-04  8.89519410e-02  1.69204456e+09]
[-8.43403688e-05  1.15994903e-01  1.69204456e+09]
[-3.50218961e-05  1.19381438e-01  1.69204456e+09]
[-3.50218961e-05  1.02958387e-01  1.69204456e+09]
[-1.00779860e-04  3.46523037e-02  1.69204456e+09]
[-8.43403688e-05  5.65304195e-03  1.69204456e+09]
[-3.50218961e-05  5.35713112e-03  1.69204456e+09]
[-8.43403688e-05  5.25849417e-03  1.69204456e+09]
[-5.89541580e-02  5.22561519e-03  1.69204456e+09]
[-1.33457933e-01  5.11053875e-03  1.69204456e+09]
[-1.84666949e-01  5.06122028e-03  1.69204456e+09]
[-1.99363855e-01  5.09409926e-03  1.69204456e+09]
[-2.05002600e-01  5.11053875e-03  1.69204456e+09]
[-2.08126104e-01  5.01190181e-03  1.69204456e+09]
[-2.01517428e-01  4.92970435e-03  1.69204456e+09]
[-1.91144109e-01  4.91326486e-03  1.69204456e+09]
[-1.75543031e-01  4.92970435e-03  1.69204456e+09]
[-1.31715347e-01  4.97902283e-03  1.69204456e+09]
[-1.02929797e-01  4.97902283e-03  1.69204456e+09]
[-9.16523060e-02  4.94614384e-03  1.69204456e+09]
[-9.62224846e-02  4.88038588e-03  1.69204456e+09]
[-9.05672995e-02  4.94614384e-03  1.69204456e+09]
[-6.49710116e-02  4.91326486e-03  1.69204456e+09]
[-1.42387421e-02  4.88038588e-03  1.69204456e+09]
[-1.66537823e-04  4.86394639e-03  1.69204456e+09]
[-8.43403688e-05  4.83106741e-03  1.69204456e+09]
[-6.79008779e-05  4.81462792e-03  1.69204456e+09]
[-1.85824052e-05  4.81462792e-03  1.69204456e+09]
[-8.43403688e-05  4.83106741e-03  1.69204456e+09]
[-1.00779860e-04  4.81462792e-03  1.69204456e+09]
[-1.85824052e-05  4.83106741e-03  1.69204456e+09]
[-1.00779860e-04  4.86394639e-03  1.69204456e+09]
[-6.79008779e-05  6.93396289e-02  1.69204456e+09]
[-5.14613870e-05  1.24428361e-01  1.69204456e+09]
[-3.50218961e-05  1.20778794e-01  1.69204456e+09]
[-5.14613870e-05  1.06443559e-01  1.69204456e+09]
[-5.14613870e-05  5.01218644e-02  1.69204456e+09]
[-1.33658842e-04  1.74401569e-02  1.69204456e+09]
[-3.50218961e-05  8.36555795e-03  1.69204456e+09]
[-1.50098332e-04  8.15184456e-03  1.69204456e+09]
[-1.17219351e-04  7.97101017e-03  1.69204456e+09]
[-1.00779860e-04  7.85593373e-03  1.69204456e+09]
[-6.79008779e-05  7.77373627e-03  1.69204456e+09]
[-1.33658842e-04  7.70797831e-03  1.69204456e+09]
[-1.00779860e-04  7.70797831e-03  1.69204456e+09]
[-1.00779860e-04  7.65865984e-03  1.69204456e+09]
[-1.00779860e-04  7.62578086e-03  1.69204456e+09]
[-1.94665002e-02  7.69153882e-03  1.69204456e+09]
[-1.70334555e-02  7.54358340e-03  1.69204456e+09]
[-4.73314376e-02  7.62578086e-03  1.69204456e+09]
[-1.01680396e-01  7.49426493e-03  1.69204456e+09]
[-1.49371360e-01  7.64222035e-03  1.69204456e+09]
[-1.70792018e-01  7.52714391e-03  1.69204456e+09]
[-1.76118413e-01  7.52714391e-03  1.69204456e+09]
[-1.70578305e-01  7.44494646e-03  1.69204456e+09]
[-1.70644063e-01  7.44494646e-03  1.69204456e+09]
[-1.76069095e-01  7.39562799e-03  1.69204456e+09]
[-1.83910732e-01  7.44494646e-03  1.69204456e+09]
[-1.88480911e-01  7.41206748e-03  1.69204456e+09]
[-1.89483720e-01  7.42850697e-03  1.69204456e+09]
[-1.78880248e-01  7.42850697e-03  1.69204456e+09]
[-1.53382596e-01  7.41206748e-03  1.69204456e+09]
[-1.22361276e-01  7.42850697e-03  1.69204456e+09]
[-1.12037275e-01  7.41206748e-03  1.69204456e+09]
[-9.08303314e-02  7.39562799e-03  1.69204456e+09]
[-5.42195844e-02  7.31343053e-03  1.69204456e+09]
[-1.27263089e-02  7.32987002e-03  1.69204456e+09]
[-6.79008779e-05  7.32987002e-03  1.69204456e+09]
[-1.17219351e-04  7.34630951e-03  1.69204456e+09]
[-6.79008779e-05  7.36274900e-03  1.69204456e+09]
[-6.79008779e-05  7.32987002e-03  1.69204456e+09]
[-1.33658842e-04  2.84052972e-02  1.69204456e+09]
[-1.17219351e-04  4.45488771e-02  1.69204456e+09]
[-6.79008779e-05  4.77545778e-02  1.69204456e+09]
[-8.43403688e-05  4.92998899e-02  1.69204456e+09]
[-8.43403688e-05  4.77216988e-02  1.69204456e+09]
[-3.50218961e-05  2.88820425e-02  1.69204456e+09]
[-1.00779860e-04  5.09409926e-03  1.69204456e+09]
[-2.14291430e-06  5.06122028e-03  1.69204456e+09]
[-6.79008779e-05  5.12697824e-03  1.69204456e+09]
[-6.79008779e-05  5.20917570e-03  1.69204456e+09]
[-1.17219351e-04  5.19273621e-03  1.69204456e+09]
[-6.79008779e-05  5.20917570e-03  1.69204456e+09]
[-1.81677804e-02  5.22561519e-03  1.69204456e+09]
[-4.35503546e-02  5.24205468e-03  1.69204456e+09]
[-7.01658909e-02  5.29137315e-03  1.69204456e+09]
[-7.87308658e-02  5.32425214e-03  1.69204456e+09]
[-7.86322289e-02  5.17629672e-03  1.69204456e+09]
[-6.75520117e-02  5.25849417e-03  1.69204456e+09]
[-4.63286286e-02  5.20917570e-03  1.69204456e+09]
[-1.72471689e-02  5.17629672e-03  1.69204456e+09]
[-1.13646779e-03  5.22561519e-03  1.69204456e+09]
[-8.43403688e-05  5.22561519e-03  1.69204456e+09]
[-6.79008779e-05  5.25849417e-03  1.69204456e+09]
[-6.79008779e-05  5.19273621e-03  1.69204456e+09]
[-1.24468376e-02  5.29137315e-03  1.69204456e+09]
[-6.67135977e-02  5.22561519e-03  1.69204456e+09]
[-1.02091383e-01  5.24205468e-03  1.69204456e+09]
[-1.26767060e-01  5.32425214e-03  1.69204456e+09]
[-1.43058596e-01  5.34069163e-03  1.69204456e+09]
[-1.53431915e-01  5.27493366e-03  1.69204456e+09]
[-1.62621591e-01  5.30781264e-03  1.69204456e+09]
[-1.65827292e-01  5.39001010e-03  1.69204456e+09]
[-1.68523368e-01  5.34069163e-03  1.69204456e+09]
[-1.71400279e-01  5.40644959e-03  1.69204456e+09]
[-1.67142451e-01  5.35713112e-03  1.69204456e+09]
[-1.62506514e-01  5.30781264e-03  1.69204456e+09]
[-1.53201762e-01  5.29137315e-03  1.69204456e+09]
[-1.23923028e-01  5.32425214e-03  1.69204456e+09]
[-5.16057053e-02  5.20917570e-03  1.69204456e+09]
[-6.43283060e-04  5.22561519e-03  1.69204457e+09]
[-6.79008779e-05  5.14341774e-03  1.69204457e+09]
[-1.17219351e-04  3.28275202e-02  1.69204457e+09]
[-8.43403688e-05  5.14041447e-02  1.69204457e+09]
[-1.00779860e-04  6.12842786e-02  1.69204457e+09]
[-6.79008779e-05  6.13007180e-02  1.69204457e+09]
[-6.79008779e-05  7.27919219e-02  1.69204457e+09]
[-1.00779860e-04  9.26343869e-02  1.69204457e+09]
[-8.43403688e-05  9.58565270e-02  1.69204457e+09]
[-1.33658842e-04  9.36207563e-02  1.69204457e+09]
[-6.79008779e-05  8.41844888e-02  1.69204457e+09]
[-1.85824052e-05  6.54927881e-02  1.69204457e+09]
[-8.43403688e-05  3.87292974e-02  1.69204457e+09]
[-1.85824052e-05  1.25247491e-02  1.69204457e+09]
[-1.00779860e-04  9.10533503e-03  1.69204457e+09]
[-8.43403688e-05  8.80942420e-03  1.69204457e+09]
[-8.43403688e-05  8.74366624e-03  1.69204457e+09]
[-5.14613870e-05  3.55235967e-02  1.69204457e+09]
[-1.00779860e-04  5.70757690e-02  1.69204457e+09]
[-6.79008779e-05  7.15753996e-02  1.69204457e+09]
[-3.50218961e-05  7.11150939e-02  1.69204457e+09]
[-1.17219351e-04  7.07205461e-02  1.69204457e+09]
[-8.43403688e-05  5.71415269e-02  1.69204457e+09]
[-8.43403688e-05  1.70949276e-02  1.69204457e+09]
[-6.79008779e-05  5.39001010e-03  1.69204457e+09]
[-1.50098332e-04  5.39001010e-03  1.69204457e+09]
[-1.00779860e-04  5.47220755e-03  1.69204457e+09]
[-5.14613870e-05  5.39001010e-03  1.69204457e+09]
[-1.17219351e-04  5.43932857e-03  1.69204457e+09]
[-5.14613870e-05  5.45576806e-03  1.69204457e+09]
[-3.50218961e-05  5.48864704e-03  1.69204457e+09]
[-1.33658842e-04  5.45576806e-03  1.69204457e+09]
[-6.79008779e-05  5.43932857e-03  1.69204457e+09]
[-6.79008779e-05  5.53796552e-03  1.69204457e+09]
[-1.17219351e-04  5.48864704e-03  1.69204457e+09]
[-1.00779860e-04  5.40644959e-03  1.69204457e+09]
[-8.43403688e-05  5.55440501e-03  1.69204457e+09]
[-5.14613870e-05  5.47220755e-03  1.69204457e+09]
[-1.00779860e-04  5.53796552e-03  1.69204457e+09]
[-8.43403688e-05  5.47220755e-03  1.69204457e+09]
[-5.14613870e-05  5.55440501e-03  1.69204457e+09]
[-1.17219351e-04  5.55440501e-03  1.69204457e+09]
[-2.14291431e-06  5.57084450e-03  1.69204457e+09]
[-1.00779860e-04  5.43932857e-03  1.69204457e+09]
[-3.50218961e-05  5.42288908e-03  1.69204457e+09]
[-5.14613870e-05  5.58728399e-03  1.69204457e+09]
[-1.17219351e-04  5.50508653e-03  1.69204457e+09]
[-1.00779860e-04  5.50508653e-03  1.69204457e+09]
[-1.00779860e-04  5.45576806e-03  1.69204457e+09]
[-1.99416805e-04  5.57084450e-03  1.69204457e+09]
[-1.99416805e-04  5.58728399e-03  1.69204457e+09]
[-1.17219351e-04  5.57084450e-03  1.69204457e+09]
[-5.14613870e-05  5.53796552e-03  1.69204457e+09]
[-8.43403688e-05  5.63660246e-03  1.69204457e+09]
[-5.14613870e-05  5.58728399e-03  1.69204457e+09]
[-1.17219351e-04  5.58728399e-03  1.69204457e+09]
