HokinRight_Hand
Dev2/ai0 Dev2/ai1
[-1.06151937e-01 -2.84617484e-03  1.69204442e+09]
[-1.25386142e-01 -2.78041688e-03  1.69204442e+09]
[-1.34312786e-01 -2.79685637e-03  1.69204442e+09]
[-1.35759461e-01 -2.81329586e-03  1.69204442e+09]
[-1.30301550e-01 -2.87905382e-03  1.69204442e+09]
[-1.26224556e-01 -2.74753790e-03  1.69204442e+09]
[-1.29085028e-01 -2.74753790e-03  1.69204442e+09]
[-1.38521296e-01 -2.81329586e-03  1.69204442e+09]
[-1.48039762e-01 -2.86261433e-03  1.69204442e+09]
[-1.56654055e-01 -2.87905382e-03  1.69204442e+09]
[-1.63295610e-01 -2.89549332e-03  1.69204442e+09]
[-1.63986068e-01 -2.76397739e-03  1.69204442e+09]
[-1.65186151e-01 -2.86261433e-03  1.69204442e+09]
[-1.64725846e-01 -2.82973535e-03  1.69204442e+09]
[-1.62605151e-01 -2.79685637e-03  1.69204442e+09]
[-1.65005317e-01 -2.79685637e-03  1.69204442e+09]
[-1.66994495e-01 -2.84617484e-03  1.69204442e+09]
[-1.70545426e-01 -2.82973535e-03  1.69204442e+09]
[-1.72518165e-01 -2.81329586e-03  1.69204442e+09]
[-1.75164923e-01 -2.74753790e-03  1.69204442e+09]
[-1.75904700e-01 -2.82973535e-03  1.69204442e+09]
[-1.77417133e-01 -2.76397739e-03  1.69204442e+09]
[-1.78913127e-01 -2.82973535e-03  1.69204442e+09]
[-1.78929566e-01 -2.81329586e-03  1.69204442e+09]
[-1.79077522e-01 -2.74753790e-03  1.69204442e+09]
[-1.78239108e-01 -2.74753790e-03  1.69204442e+09]
[-1.74277190e-01 -2.78041688e-03  1.69204442e+09]
[-1.56473221e-01 -2.79685637e-03  1.69204442e+09]
[-1.04688823e-01 -2.84617484e-03  1.69204442e+09]
[-2.31982647e-02 -2.84617484e-03  1.69204442e+09]
[-1.50098332e-04 -2.81329586e-03  1.69204442e+09]
[-6.79008779e-05  4.42200873e-02  1.69204442e+09]
[-3.50218961e-05  9.29302977e-02  1.69204442e+09]
[-3.50218961e-05  1.05753100e-01  1.69204442e+09]
[-6.79008779e-05  1.09451985e-01  1.69204442e+09]
[-3.50218961e-05  1.14581106e-01  1.69204442e+09]
[-1.33658842e-04  1.21535011e-01  1.69204442e+09]
[-1.00779860e-04  1.17967641e-01  1.69204442e+09]
[-5.14613870e-05  1.02514521e-01  1.69204442e+09]
[-8.43403688e-05  4.94478453e-02  1.69204442e+09]
[-1.50098332e-04  4.78174894e-03  1.69204442e+09]
[-5.14613870e-05 -9.88512369e-04  1.69204442e+09]
[-1.33658842e-04 -9.88512369e-04  1.69204442e+09]
[-7.95857194e-02 -1.23510473e-03  1.69204442e+09]
[-1.23479161e-01 -1.18578626e-03  1.69204442e+09]
[-1.49798787e-01 -1.10358881e-03  1.69204442e+09]
[-1.62654470e-01 -1.20222575e-03  1.69204442e+09]
[-1.69723451e-01 -1.18578626e-03  1.69204442e+09]
[-1.68539808e-01 -1.28442321e-03  1.69204442e+09]
[-1.62424317e-01 -1.31730219e-03  1.69204442e+09]
[-1.49256284e-01 -1.26798371e-03  1.69204442e+09]
[-1.16311543e-01 -1.25154422e-03  1.69204442e+09]
[-6.66807187e-02 -1.28442321e-03  1.69204442e+09]
[-1.43045000e-02 -1.26798371e-03  1.69204442e+09]
[-8.43403688e-05 -1.38306015e-03  1.69204442e+09]
[-1.85824052e-05 -1.35018117e-03  1.69204442e+09]
[-1.17219351e-04 -1.35018117e-03  1.69204442e+09]
[-3.50218961e-05 -1.38306015e-03  1.69204442e+09]
[-1.17219351e-04 -1.39949964e-03  1.69204442e+09]
[-8.43403688e-05 -1.38306015e-03  1.69204442e+09]
[-4.91562211e-02 -1.56389455e-03  1.69204442e+09]
[-8.81671338e-02 -1.48169710e-03  1.69204442e+09]
[-1.13944256e-01 -1.51457608e-03  1.69204442e+09]
[-1.32274289e-01 -1.49813659e-03  1.69204442e+09]
[-1.45442322e-01 -1.48169710e-03  1.69204442e+09]
[-1.52856533e-01 -1.44881811e-03  1.69204442e+09]
[-1.57410272e-01 -1.41593913e-03  1.69204442e+09]
[-1.60106348e-01 -1.41593913e-03  1.69204442e+09]
[-1.60583094e-01 -1.44881811e-03  1.69204442e+09]
[-1.59876196e-01 -1.41593913e-03  1.69204442e+09]
[-1.51755087e-01 -1.46525761e-03  1.69204442e+09]
[-1.46214978e-01 -1.48169710e-03  1.69204442e+09]
[-1.37403411e-01 -1.48169710e-03  1.69204442e+09]
[-1.28739799e-01 -1.58033404e-03  1.69204442e+09]
[-1.21325588e-01 -1.46525761e-03  1.69204442e+09]
[-1.06661562e-01 -1.48169710e-03  1.69204442e+09]
[-7.32236362e-02 -1.49813659e-03  1.69204442e+09]
[-3.57415963e-02 -1.49813659e-03  1.69204442e+09]
[-6.43283060e-04 -1.53101557e-03  1.69204442e+09]
[-3.50218961e-05 -1.49813659e-03  1.69204442e+09]
[-6.79008779e-05 -1.51457608e-03  1.69204442e+09]
[-8.43403688e-05 -1.53101557e-03  1.69204442e+09]
[ 1.42965766e-05 -1.48169710e-03  1.69204442e+09]
[-1.11152388e-02 -1.54745506e-03  1.69204442e+09]
[-6.20283427e-02 -1.48169710e-03  1.69204442e+09]
[-1.08272632e-01 -1.54745506e-03  1.69204442e+09]
[-1.38570615e-01 -1.48169710e-03  1.69204442e+09]
[-1.44028526e-01 -1.44881811e-03  1.69204442e+09]
[-1.41907831e-01 -1.53101557e-03  1.69204442e+09]
[-1.33770283e-01 -1.53101557e-03  1.69204442e+09]
[-1.18448677e-01 -1.44881811e-03  1.69204442e+09]
[-1.06184816e-01 -1.53101557e-03  1.69204442e+09]
[-8.90219874e-02 -1.53101557e-03  1.69204442e+09]
[-5.41702659e-02 -1.56389455e-03  1.69204442e+09]
[-4.17091316e-02 -1.64609201e-03  1.69204442e+09]
[-2.54997934e-02 -1.56389455e-03  1.69204442e+09]
[-3.80251205e-04 -1.56389455e-03  1.69204442e+09]
[-3.50218961e-05 -1.53101557e-03  1.69204442e+09]
[-1.66537823e-04 -1.67897099e-03  1.69204442e+09]
[-1.00779860e-04 -1.61321302e-03  1.69204442e+09]
[-1.66537823e-04 -1.54745506e-03  1.69204442e+09]
[-5.14613870e-05 -1.53101557e-03  1.69204442e+09]
[-1.85824052e-05 -1.59677353e-03  1.69204442e+09]
[-2.14291431e-06 -1.53101557e-03  1.69204442e+09]
[-1.17219351e-04 -1.56389455e-03  1.69204442e+09]
[-1.69512581e-02 -1.49813659e-03  1.69204442e+09]
[-3.26838510e-02 -1.53101557e-03  1.69204443e+09]
[-3.42784816e-02 -1.54745506e-03  1.69204443e+09]
[-2.56477488e-02 -1.49813659e-03  1.69204443e+09]
[-9.09318140e-03 -1.49813659e-03  1.69204443e+09]
[-1.00779860e-04 -1.56389455e-03  1.69204443e+09]
[-6.79008779e-05 -1.58033404e-03  1.69204443e+09]
[-6.79008779e-05 -1.54745506e-03  1.69204443e+09]
[-1.85824052e-05 -1.53101557e-03  1.69204443e+09]
[-6.79008779e-05 -1.58033404e-03  1.69204443e+09]
[-1.00779860e-04 -1.53101557e-03  1.69204443e+09]
[-8.43403688e-05 -1.49813659e-03  1.69204443e+09]
[-1.85824052e-05 -1.54745506e-03  1.69204443e+09]
[-2.48735278e-04 -1.53101557e-03  1.69204443e+09]
[-5.74910431e-02 -1.56389455e-03  1.69204443e+09]
[-9.42826246e-02 -1.58033404e-03  1.69204443e+09]
[-1.13944256e-01 -1.54745506e-03  1.69204443e+09]
[-1.28460327e-01 -1.44881811e-03  1.69204443e+09]
[-1.40707748e-01 -1.62965251e-03  1.69204443e+09]
[-1.56686934e-01 -1.56389455e-03  1.69204443e+09]
[-1.65465623e-01 -1.59677353e-03  1.69204443e+09]
[-1.75230681e-01 -1.48169710e-03  1.69204443e+09]
[-1.81494127e-01 -1.48169710e-03  1.69204443e+09]
[-1.83187395e-01 -1.48169710e-03  1.69204443e+09]
[-1.68983674e-01 -1.54745506e-03  1.69204443e+09]
[-1.21572180e-01 -1.58033404e-03  1.69204443e+09]
[-4.34517177e-02 -1.59677353e-03  1.69204443e+09]
[-5.77525096e-04 -1.48169710e-03  1.69204443e+09]
[-3.50218961e-05 -1.58033404e-03  1.69204443e+09]
[-6.79008779e-05 -1.66253150e-03  1.69204443e+09]
[-3.50218961e-05 -1.51457608e-03  1.69204443e+09]
[-8.43403688e-05 -1.51457608e-03  1.69204443e+09]
[-1.85824052e-05 -1.48169710e-03  1.69204443e+09]
[-5.14613870e-05 -1.64609201e-03  1.69204443e+09]
[-6.79008779e-05 -1.54745506e-03  1.69204443e+09]
[ 1.42965766e-05 -1.59677353e-03  1.69204443e+09]
[-1.00779860e-04 -1.53101557e-03  1.69204443e+09]
[-6.79008779e-05 -1.53101557e-03  1.69204443e+09]
