HokinRight_Hand
Dev2/ai0 Dev2/ai1
[-9.45949749e-02  5.62016297e-03  1.69204468e+09]
[-9.81952235e-02  5.55440501e-03  1.69204468e+09]
[-1.02946237e-01  5.60372348e-03  1.69204468e+09]
[-1.04540867e-01  5.53796552e-03  1.69204468e+09]
[-1.06678001e-01  5.65304195e-03  1.69204468e+09]
[-1.09949460e-01  5.60372348e-03  1.69204468e+09]
[-1.16771849e-01  5.58728399e-03  1.69204468e+09]
[-1.26076601e-01  5.52152603e-03  1.69204468e+09]
[-1.40165245e-01  5.63660246e-03  1.69204468e+09]
[-1.50308411e-01  5.63660246e-03  1.69204468e+09]
[-1.58741871e-01  5.58728399e-03  1.69204468e+09]
[-1.60961202e-01  5.66948144e-03  1.69204468e+09]
[-1.61635221e-01  5.66948144e-03  1.69204468e+09]
[-1.60352941e-01  5.68592093e-03  1.69204468e+09]
[-1.59695361e-01  5.60372348e-03  1.69204468e+09]
[-1.62062648e-01  5.70236043e-03  1.69204468e+09]
[-1.61816056e-01  5.53796552e-03  1.69204468e+09]
[-1.60829686e-01  5.66948144e-03  1.69204468e+09]
[-1.55897839e-01  5.66948144e-03  1.69204468e+09]
[-1.52330469e-01  5.63660246e-03  1.69204468e+09]
[-1.50456367e-01  5.63660246e-03  1.69204468e+09]
[-1.45771112e-01  5.70236043e-03  1.69204468e+09]
[-1.42154424e-01  5.62016297e-03  1.69204468e+09]
[-1.39836455e-01  5.71879992e-03  1.69204468e+09]
[-1.40033729e-01  5.63660246e-03  1.69204468e+09]
[-1.39145997e-01  5.76811839e-03  1.69204468e+09]
[-1.34888168e-01  5.73523941e-03  1.69204468e+09]
[-1.28065779e-01  5.62016297e-03  1.69204468e+09]
[-1.18103448e-01  5.57084450e-03  1.69204468e+09]
[-1.14568957e-01  5.68592093e-03  1.69204468e+09]
[-1.15752600e-01  5.65304195e-03  1.69204468e+09]
[-1.15259416e-01  5.66948144e-03  1.69204468e+09]
[-1.15588205e-01  5.63660246e-03  1.69204468e+09]
[-1.20668008e-01  5.58728399e-03  1.69204468e+09]
[-1.23479161e-01  5.68592093e-03  1.69204468e+09]
[-1.25451900e-01  5.71879992e-03  1.69204468e+09]
[-1.24695684e-01  5.71879992e-03  1.69204468e+09]
[-1.25254626e-01  5.66948144e-03  1.69204468e+09]
[-1.29019270e-01  5.70236043e-03  1.69204468e+09]
[-1.32126334e-01  5.78455788e-03  1.69204468e+09]
[-1.34444302e-01  5.70236043e-03  1.69204468e+09]
[-1.35315595e-01  5.81743686e-03  1.69204468e+09]
[-1.30975569e-01  5.73523941e-03  1.69204468e+09]
[-1.19418607e-01  5.65304195e-03  1.69204468e+09]
