HokinRight_Hand
Dev2/ai0 Dev2/ai1
[-2.97905006e-02 -3.45443601e-03  1.69204438e+09]
[-8.21831590e-02 -3.37223855e-03  1.69204438e+09]
[-1.32109894e-01 -3.43799652e-03  1.69204438e+09]
[-1.74063477e-01 -3.53663346e-03  1.69204438e+09]
[-2.08701486e-01 -3.63527041e-03  1.69204438e+09]
[-2.21803761e-01 -3.79966532e-03  1.69204438e+09]
[-2.26604092e-01 -3.93118124e-03  1.69204438e+09]
[-2.28790545e-01 -4.06269717e-03  1.69204438e+09]
[-2.34790959e-01 -4.24353157e-03  1.69204438e+09]
[-2.34084061e-01 -4.57232139e-03  1.69204438e+09]
[-2.15244404e-01 -4.68739783e-03  1.69204438e+09]
[-1.67241088e-01 -4.80247426e-03  1.69204438e+09]
[-7.04946807e-02 -4.81891375e-03  1.69204438e+09]
[-2.33655062e-03 -4.80247426e-03  1.69204438e+09]
[-1.00779860e-04  7.50441321e-02  1.69204438e+09]
[-1.00779860e-04  1.21567890e-01  1.69204438e+09]
[-6.79008779e-05  1.44435220e-01  1.69204438e+09]
[-8.43403688e-05  1.59181443e-01  1.69204438e+09]
[-2.14291431e-06  1.65444889e-01  1.69204438e+09]
[-6.79008779e-05  1.61367895e-01  1.69204438e+09]
[-5.14613870e-05  1.37596393e-01  1.69204438e+09]
[-1.85824052e-05  4.81984440e-02  1.69204438e+09]
[-1.17219351e-04 -8.89875423e-04  1.69204438e+09]
[-3.50218961e-05 -1.53101557e-03  1.69204438e+09]
[ 1.42965766e-05 -1.64609201e-03  1.69204438e+09]
[-7.47853879e-02 -1.81048691e-03  1.69204438e+09]
[-1.42072226e-01 -1.89268437e-03  1.69204438e+09]
[-1.66698585e-01 -1.85980539e-03  1.69204438e+09]
[-1.75345757e-01 -1.90912386e-03  1.69204438e+09]
[-1.77400694e-01 -1.92556335e-03  1.69204438e+09]
[-1.68802840e-01 -1.95844233e-03  1.69204438e+09]
[-1.53185323e-01 -2.00776081e-03  1.69204438e+09]
[-1.38850086e-01 -1.97488182e-03  1.69204438e+09]
[-1.12201670e-01 -2.04063979e-03  1.69204438e+09]
[-7.34537891e-02 -2.07351877e-03  1.69204438e+09]
[-5.54689857e-02 -2.05707928e-03  1.69204438e+09]
[-2.06501436e-02 -2.05707928e-03  1.69204438e+09]
[-5.14613870e-05 -2.04063979e-03  1.69204438e+09]
[-1.00779860e-04 -2.17215571e-03  1.69204438e+09]
[-8.43403688e-05 -2.12283724e-03  1.69204438e+09]
[-8.43403688e-05 -2.04063979e-03  1.69204438e+09]
[-8.43403688e-05 -2.08995826e-03  1.69204438e+09]
[-6.79008779e-05 -2.15571622e-03  1.69204438e+09]
[-6.79008779e-05 -2.17215571e-03  1.69204438e+09]
[-1.00779860e-04 -2.12283724e-03  1.69204438e+09]
[-1.17219351e-04 -2.12283724e-03  1.69204438e+09]
[-1.00779860e-04 -2.15571622e-03  1.69204438e+09]
[-8.78547835e-02 -2.20503470e-03  1.69204438e+09]
[-1.29709729e-01 -2.15571622e-03  1.69204438e+09]
[-1.47579456e-01 -2.13927673e-03  1.69204438e+09]
[-1.47168469e-01 -2.17215571e-03  1.69204438e+09]
[-1.44686105e-01 -2.18859521e-03  1.69204438e+09]
[-1.39770697e-01 -2.17215571e-03  1.69204438e+09]
[-1.19319970e-01 -2.17215571e-03  1.69204438e+09]
[-7.79582097e-02 -2.20503470e-03  1.69204438e+09]
[-2.39216023e-02 -2.22147419e-03  1.69204438e+09]
[-1.17219351e-04 -2.13927673e-03  1.69204438e+09]
[-1.85824052e-05 -2.15571622e-03  1.69204438e+09]
[-8.43403688e-05  4.66366924e-02  1.69204438e+09]
[-8.43403688e-05  7.34330621e-02  1.69204438e+09]
[-8.43403688e-05  7.65072468e-02  1.69204438e+09]
[-5.14613870e-05  6.00019983e-02  1.69204438e+09]
[-8.43403688e-05  2.63174819e-02  1.69204438e+09]
[-1.17219351e-04 -1.85980539e-03  1.69204438e+09]
[-6.79008779e-05 -2.00776081e-03  1.69204438e+09]
[-6.79008779e-05 -2.15571622e-03  1.69204438e+09]
[-1.50098332e-04 -2.20503470e-03  1.69204438e+09]
[-1.00779860e-04 -2.18859521e-03  1.69204438e+09]
[-6.79008779e-05 -2.30367164e-03  1.69204438e+09]
[-1.00779860e-04 -2.32011113e-03  1.69204438e+09]
