HokinLeft_Hand
Dev2/ai0 Dev2/ai1
[-4.61642337e-02 -1.03783084e-03  1.69204175e+09]
[-4.54408961e-02 -1.02139135e-03  1.69204175e+09]
[-4.71670427e-02 -1.07070982e-03  1.69204175e+09]
[-4.79232593e-02 -1.07070982e-03  1.69204175e+09]
[-4.99124377e-02 -1.05427033e-03  1.69204175e+09]
[-5.81157438e-02 -1.00495186e-03  1.69204175e+09]
[-9.47922488e-02 -1.13646779e-03  1.69204175e+09]
[-1.49585074e-01 -1.07070982e-03  1.69204175e+09]
[-2.13600454e-01 -1.05427033e-03  1.69204175e+09]
[-2.64579319e-01 -1.05427033e-03  1.69204175e+09]
[-3.08702915e-01 -1.13646779e-03  1.69204175e+09]
[-3.39115975e-01 -1.21866524e-03  1.69204175e+09]
[-3.71403137e-01 -1.12002830e-03  1.69204175e+09]
[-3.81529864e-01 -1.10358881e-03  1.69204175e+09]
[-3.59040639e-01 -1.12002830e-03  1.69204175e+09]
[-2.84273830e-01 -1.13646779e-03  1.69204175e+09]
[-1.50719399e-01 -1.18578626e-03  1.69204175e+09]
[-5.56498201e-02 -1.16934677e-03  1.69204175e+09]
[-1.12138757e-02 -1.18578626e-03  1.69204175e+09]
[-3.29004110e-03  5.94895277e-03  1.69204175e+09]
[-3.50375448e-03  1.20581520e-01  1.69204175e+09]
[-3.45443601e-03  1.90416474e-01  1.69204175e+09]
[-3.45443601e-03  2.23311892e-01  1.69204175e+09]
[-3.43799652e-03  2.50617884e-01  1.69204175e+09]
[-3.48731499e-03  2.70674061e-01  1.69204175e+09]
[-3.52019397e-03  2.91338498e-01  1.69204175e+09]
[-3.48731499e-03  3.05295624e-01  1.69204175e+09]
[-3.55307295e-03  3.14830528e-01  1.69204175e+09]
[-3.52019397e-03  3.27308100e-01  1.69204175e+09]
[-3.56951244e-03  3.30595997e-01  1.69204175e+09]
[-3.55307295e-03  3.32026233e-01  1.69204175e+09]
[-3.60239143e-03  3.25812106e-01  1.69204175e+09]
[-3.60239143e-03  3.03026975e-01  1.69204175e+09]
[-3.71746786e-03  1.44369462e-01  1.69204175e+09]
[-3.81610481e-03  1.54838575e-02  1.69204175e+09]
[-3.73390735e-03  1.34589534e-03  1.69204175e+09]
[-1.36140414e-02  9.51347558e-04  1.69204175e+09]
[-8.08186812e-02  8.19831631e-04  1.69204175e+09]
[-1.42795564e-01  7.21194686e-04  1.69204175e+09]
[-1.75658108e-01  5.40360286e-04  1.69204175e+09]
[-1.96749975e-01  3.92404867e-04  1.69204175e+09]
[-2.14225155e-01  2.93767922e-04  1.69204175e+09]
[-2.22592856e-01  2.44449449e-04  1.69204175e+09]
[-2.25979392e-01  1.95130977e-04  1.69204175e+09]
