HokinLeft_Hand
Dev2/ai0 Dev2/ai1
[-4.07913666e-03  1.12753478e-02  1.69204186e+09]
[-4.11201564e-03  1.11602714e-02  1.69204186e+09]
[-4.16133412e-03  1.15219402e-02  1.69204186e+09]
[-4.12845513e-03  1.31823288e-02  1.69204186e+09]
[-4.07913666e-03  1.35604371e-02  1.69204186e+09]
[-4.11201564e-03  1.28206600e-02  1.69204186e+09]
[-4.19421310e-03  1.10616344e-02  1.69204186e+09]
[-4.88467172e-03  7.80661526e-03  1.69204186e+09]
[-2.52696405e-02  3.81181897e-03  1.69204186e+09]
[-9.34277710e-02  3.53234763e-03  1.69204186e+09]
[-1.72435967e-01  3.41727119e-03  1.69204186e+09]
[-2.28412436e-01  3.36795272e-03  1.69204186e+09]
[-2.63379236e-01  3.38439221e-03  1.69204186e+09]
[-2.94663589e-01  3.31863425e-03  1.69204186e+09]
[-3.15804775e-01  3.25287628e-03  1.69204186e+09]
[-3.27115146e-01  3.18711832e-03  1.69204186e+09]
[-3.25109528e-01  3.15423934e-03  1.69204186e+09]
[-3.19898209e-01  3.08848137e-03  1.69204186e+09]
[-3.15295151e-01  3.05560239e-03  1.69204186e+09]
[-3.15311591e-01  3.12136036e-03  1.69204186e+09]
[-3.11398992e-01  3.17067883e-03  1.69204186e+09]
[-3.08209730e-01  3.00628392e-03  1.69204186e+09]
[-3.05431456e-01  3.08848137e-03  1.69204186e+09]
[-2.95534882e-01  3.00628392e-03  1.69204186e+09]
[-2.64760153e-01  2.95696545e-03  1.69204186e+09]
[-1.42795564e-01  2.89120748e-03  1.69204186e+09]
[-1.65073918e-02  2.94052596e-03  1.69204186e+09]
[-3.88186277e-03  2.92408647e-03  1.69204186e+09]
[-3.86542328e-03  2.94409852e-02  1.69204186e+09]
[-3.93118124e-03  3.71675458e-02  1.69204186e+09]
[-3.99693921e-03  3.20219852e-02  1.69204186e+09]
[-3.96406023e-03  1.73579594e-02  1.69204186e+09]
[-3.98049972e-03  1.05848892e-02  1.69204186e+09]
[-3.99693921e-03  4.69955148e-03  1.69204186e+09]
[-4.07913666e-03  3.35151323e-03  1.69204186e+09]
[-4.06269717e-03  2.13499090e-03  1.69204186e+09]
[-4.01337870e-03  1.97059599e-03  1.69204186e+09]
[-4.04625768e-03  1.93771701e-03  1.69204186e+09]
[-4.07913666e-03  1.95415650e-03  1.69204186e+09]
[-4.09557615e-03  1.88839854e-03  1.69204186e+09]
[-4.09557615e-03  1.92127752e-03  1.69204186e+09]
[-4.11201564e-03  1.93771701e-03  1.69204186e+09]
[-4.09557615e-03  1.98703548e-03  1.69204186e+09]
[-4.09557615e-03  1.87195905e-03  1.69204186e+09]
[-4.12845513e-03  1.85551956e-03  1.69204186e+09]
[-4.09557615e-03  1.92127752e-03  1.69204186e+09]
[-4.17777361e-03  1.87195905e-03  1.69204186e+09]
[-4.12845513e-03  1.82264058e-03  1.69204186e+09]
[-4.12845513e-03  1.82264058e-03  1.69204186e+09]
