HokinLeft_Hand
Dev2/ai0 Dev2/ai1
[-7.69582467e-03  7.37634176e-04  1.69204184e+09]
[-4.68739783e-03 -2.32295787e-04  1.69204184e+09]
[-4.14489463e-03 -3.14493242e-04  1.69204184e+09]
[-5.55869085e-03 -2.32295787e-04  1.69204184e+09]
[-1.42880605e-02 -2.48735278e-04  1.69204184e+09]
[-1.93678633e-02 -2.81614260e-04  1.69204184e+09]
[-1.27756274e-02 -3.14493242e-04  1.69204184e+09]
[-3.10920670e-03  1.85416028e-02  1.69204184e+09]
[-3.04344873e-03  1.50994577e-01  1.69204184e+09]
[-3.02700924e-03  2.09091734e-01  1.69204184e+09]
[-3.14208568e-03  2.19810281e-01  1.69204184e+09]
[-3.05988822e-03  2.24659930e-01  1.69204184e+09]
[-3.05988822e-03  2.22391281e-01  1.69204184e+09]
[-3.07632772e-03  2.22424160e-01  1.69204184e+09]
[-3.09276721e-03  2.26468274e-01  1.69204184e+09]
[-3.07632772e-03  2.19629447e-01  1.69204184e+09]
[-3.04344873e-03  2.05458607e-01  1.69204184e+09]
[-3.09276721e-03  1.84021512e-01  1.69204184e+09]
[-3.22428313e-03  1.01363756e-01  1.69204184e+09]
[-3.17496466e-03  9.26343869e-02  1.69204184e+09]
[-3.30648059e-03  5.83580492e-02  1.69204184e+09]
[-3.27360161e-03  8.33267896e-03  1.69204184e+09]
[-3.17496466e-03  1.62536669e-03  1.69204184e+09]
[-3.22428313e-03  1.64180618e-03  1.69204184e+09]
[-2.20803793e-02  1.64180618e-03  1.69204184e+09]
[-4.98302402e-02  1.62536669e-03  1.69204184e+09]
[-7.41278082e-02  1.64180618e-03  1.69204184e+09]
[-8.76739491e-02  1.60892719e-03  1.69204184e+09]
[-9.87541662e-02  1.64180618e-03  1.69204184e+09]
[-9.97734147e-02  1.57604821e-03  1.69204184e+09]
[-9.84582554e-02  1.65824567e-03  1.69204184e+09]
[-9.53511915e-02  1.57604821e-03  1.69204184e+09]
[-8.98604014e-02  1.52672974e-03  1.69204184e+09]
[-8.26763437e-02  1.55960872e-03  1.69204184e+09]
[-6.59573811e-02  1.55960872e-03  1.69204184e+09]
[-5.40058710e-02  1.59248770e-03  1.69204184e+09]
[-5.26907117e-02  1.60892719e-03  1.69204184e+09]
[-5.47292086e-02  1.52672974e-03  1.69204184e+09]
[-5.89048394e-02  1.54316923e-03  1.69204184e+09]
[-6.35572154e-02  1.49385076e-03  1.69204184e+09]
