HokinLeft_Hand
Dev2/ai0 Dev2/ai1
[-4.34216852e-03 -1.85980539e-03  1.69204182e+09]
[-4.11201564e-03 -1.87624488e-03  1.69204183e+09]
[-4.14489463e-03 -1.81048691e-03  1.69204183e+09]
[-3.99693921e-03 -1.92556335e-03  1.69204183e+09]
[-3.98049972e-03 -1.85980539e-03  1.69204183e+09]
[-4.07913666e-03 -1.94200284e-03  1.69204183e+09]
[-4.07913666e-03 -1.89268437e-03  1.69204183e+09]
[-4.25997106e-03 -1.92556335e-03  1.69204183e+09]
[-4.35860801e-03 -1.87624488e-03  1.69204183e+09]
[-4.70383732e-03 -1.95844233e-03  1.69204183e+09]
[-4.60520037e-03 -1.94200284e-03  1.69204183e+09]
[-4.57232139e-03 -1.87624488e-03  1.69204183e+09]
[-4.44080546e-03 -1.87624488e-03  1.69204183e+09]
[-4.42436597e-03 -1.90912386e-03  1.69204183e+09]
[-4.58876088e-03 -1.94200284e-03  1.69204183e+09]
[-4.24353157e-03 -1.97488182e-03  1.69204183e+09]
[-3.93118124e-03 -1.94200284e-03  1.69204183e+09]
[-3.78322583e-03  4.64394185e-02  1.69204183e+09]
[-3.58595193e-03  2.10291816e-01  1.69204183e+09]
