HokinLeft_Hand
Dev2/ai0 Dev2/ai1
[-7.50648592e-02  2.80901003e-03  1.69204188e+09]
[-7.41935662e-02  2.89120748e-03  1.69204188e+09]
[-6.67957951e-02  2.87476799e-03  1.69204188e+09]
[-6.27188013e-02  2.85832850e-03  1.69204188e+09]
[-5.96610560e-02  2.80901003e-03  1.69204188e+09]
[-5.86911260e-02  2.89120748e-03  1.69204188e+09]
[-5.86089285e-02  2.84188901e-03  1.69204188e+09]
[-5.53703488e-02  2.82544952e-03  1.69204188e+09]
[-3.06124751e-02  6.58051385e-02  1.69204188e+09]
[-3.66814939e-03  1.40062316e-01  1.69204188e+09]
[-3.60239143e-03  1.82476200e-01  1.69204188e+09]
[-3.56951244e-03  1.85846295e-01  1.69204188e+09]
[-3.61883092e-03  1.79171863e-01  1.69204188e+09]
[-3.71746786e-03  1.65576405e-01  1.69204188e+09]
[-3.66814939e-03  1.52490571e-01  1.69204188e+09]
[-3.68458888e-03  1.32253558e-01  1.69204188e+09]
[-3.68458888e-03  9.19768073e-02  1.69204188e+09]
[-3.68458888e-03  8.85245143e-02  1.69204188e+09]
[-3.65170990e-03  5.41988581e-02  1.69204188e+09]
[-3.63527041e-03  2.11855141e-03  1.69204188e+09]
[-3.61883092e-03  1.97059599e-03  1.69204188e+09]
[-3.71746786e-03  2.16786988e-03  1.69204188e+09]
[-3.68458888e-03  2.13499090e-03  1.69204188e+09]
[-3.73390735e-03  2.29938581e-03  1.69204188e+09]
[-3.70102837e-03  2.92437113e-02  1.69204188e+09]
[-3.30648059e-03  8.31652404e-02  1.69204188e+09]
[-3.29004110e-03  1.09994489e-01  1.69204188e+09]
[-3.40511753e-03  1.22011756e-01  1.69204188e+09]
[-3.29004110e-03  1.33470081e-01  1.69204188e+09]
[-3.35579906e-03  1.34571526e-01  1.69204188e+09]
[-3.38867804e-03  1.31776813e-01  1.69204188e+09]
[-3.50375448e-03  1.18000520e-01  1.69204188e+09]
[-3.47087550e-03  9.17630939e-02  1.69204188e+09]
[-3.47087550e-03  4.38091000e-02  1.69204188e+09]
[-3.52019397e-03  1.26398256e-02  1.69204188e+09]
[-3.56951244e-03  3.97621388e-03  1.69204188e+09]
[-3.53663346e-03  3.46658967e-03  1.69204188e+09]
[-3.60239143e-03  3.25287628e-03  1.69204188e+09]
[-3.48731499e-03  3.30219476e-03  1.69204188e+09]
[-3.40511753e-03  5.28343804e-02  1.69204188e+09]
[-3.35579906e-03  7.84964251e-02  1.69204188e+09]
[-3.35579906e-03  7.63099729e-02  1.69204188e+09]
[-3.35579906e-03  4.91190555e-02  1.69204188e+09]
[-3.48731499e-03  1.82785709e-02  1.69204188e+09]
[-3.60239143e-03  5.17629672e-03  1.69204188e+09]
[-3.45443601e-03  2.36514378e-03  1.69204188e+09]
[-3.45443601e-03  9.51632229e-03  1.69204188e+09]
[-3.43799652e-03  6.01499537e-02  1.69204188e+09]
[-3.37223855e-03  8.56476035e-02  1.69204188e+09]
[-3.42155702e-03  8.48420684e-02  1.69204188e+09]
[-3.47087550e-03  6.67586289e-02  1.69204188e+09]
[-3.48731499e-03  6.76792404e-02  1.69204188e+09]
[-3.50375448e-03  7.36632149e-02  1.69204188e+09]
[-3.53663346e-03  9.74511575e-02  1.69204188e+09]
[-3.56951244e-03  9.81744951e-02  1.69204188e+09]
[-3.60239143e-03  5.39851447e-02  1.69204188e+09]
[-2.73109841e-03  2.97340494e-03  1.69204188e+09]
[-2.66534044e-03 -4.76959528e-03  1.69204188e+09]
[-2.71465892e-03 -4.91755070e-03  1.69204188e+09]
[-2.68177993e-03 -4.88467172e-03  1.69204188e+09]
[-2.73109841e-03 -4.91755070e-03  1.69204188e+09]
[-2.64890095e-03  7.15918391e-02  1.69204188e+09]
[-2.61602197e-03  1.09550622e-01  1.69204188e+09]
[-2.61602197e-03  1.24559877e-01  1.69204188e+09]
[-2.63246146e-03  1.36971692e-01  1.69204188e+09]
[-2.69821942e-03  1.34127660e-01  1.69204188e+09]
[-2.56670350e-03  1.05868177e-01  1.69204188e+09]
[-2.74753790e-03  6.72846926e-02  1.69204188e+09]
[-2.79685637e-03  1.38892269e-02  1.69204188e+09]
[-2.84617484e-03  7.36274900e-03  1.69204188e+09]
[-2.79685637e-03  6.70516937e-03  1.69204188e+09]
[-2.71465892e-03  6.37637955e-03  1.69204188e+09]
[-2.82973535e-03  3.46194247e-02  1.69204188e+09]
[-2.79685637e-03  2.93423482e-02  1.69204188e+09]
[-2.76397739e-03  4.05841134e-03  1.69204188e+09]
[-2.78041688e-03  3.82825846e-03  1.69204188e+09]
[-2.81329586e-03  3.77893999e-03  1.69204188e+09]
[-2.82973535e-03  3.74606101e-03  1.69204188e+09]
[-5.98611762e-03  3.58166610e-03  1.69204188e+09]
[-5.58306545e-02  3.61454508e-03  1.69204188e+09]
[-1.03686014e-01  3.49946865e-03  1.69204188e+09]
[-1.21588620e-01  3.45015017e-03  1.69204188e+09]
[-1.26027283e-01  3.46658967e-03  1.69204188e+09]
[-1.26536907e-01  3.51590814e-03  1.69204188e+09]
[-1.21259830e-01  3.43371068e-03  1.69204188e+09]
[-9.08960894e-02  3.38439221e-03  1.69204188e+09]
[-4.97973613e-02  3.38439221e-03  1.69204188e+09]
[-2.36256914e-02  3.43371068e-03  1.69204188e+09]
[-5.01618764e-03  3.38439221e-03  1.69204188e+09]
[-4.60520037e-03  3.45015017e-03  1.69204188e+09]
[-4.37504750e-03  3.38439221e-03  1.69204188e+09]
[-4.35860801e-03  3.28575527e-03  1.69204188e+09]
[-4.25997106e-03  3.30219476e-03  1.69204188e+09]
[-4.24353157e-03  1.76703098e-02  1.69204188e+09]
[-4.32572903e-03  3.14301635e-02  1.69204188e+09]
[-4.27641055e-03  3.69867114e-02  1.69204188e+09]
[-4.29285004e-03  1.81799340e-02  1.69204188e+09]
[-4.32572903e-03  3.28575527e-03  1.69204188e+09]
[-4.22709208e-03  2.66105461e-03  1.69204188e+09]
[-4.29285004e-03  2.62817563e-03  1.69204188e+09]
[-4.35860801e-03  2.57885716e-03  1.69204188e+09]
[-4.34216852e-03  2.46378072e-03  1.69204188e+09]
[-4.29285004e-03  2.54597818e-03  1.69204188e+09]
[-4.39148699e-03  2.44734123e-03  1.69204188e+09]
[-4.30928953e-03  2.49665970e-03  1.69204188e+09]
[-4.40792648e-03  2.44734123e-03  1.69204188e+09]
[-4.45724495e-03  2.36514378e-03  1.69204188e+09]
[-5.32853797e-03  2.36514378e-03  1.69204188e+09]
[-6.67657623e-03  3.30219476e-03  1.69204188e+09]
[-8.13969092e-03  3.35151323e-03  1.69204188e+09]
[-9.09318140e-03  3.00628392e-03  1.69204188e+09]
[-9.58636613e-03  2.80901003e-03  1.69204188e+09]
[-9.17537885e-03  2.29938581e-03  1.69204188e+09]
[-8.91234700e-03  2.31582530e-03  1.69204188e+09]
[-1.24632770e-02  2.25006734e-03  1.69204188e+09]
[-1.56689778e-02  2.21718836e-03  1.69204188e+09]
[-1.58662517e-02  2.28294632e-03  1.69204188e+09]
