HokinLeft_Hand
Dev2/ai0 Dev2/ai1
[-6.21927376e-02 -6.87385012e-03  1.69204172e+09]
[-6.30475912e-02 -6.75877368e-03  1.69204172e+09]
[-6.37709288e-02 -6.79165267e-03  1.69204172e+09]
[-7.34044706e-02 -6.79165267e-03  1.69204172e+09]
[-1.02814721e-01 -6.79165267e-03  1.69204172e+09]
[-1.27178047e-01 -6.77521318e-03  1.69204172e+09]
[-1.39441908e-01 -6.72589470e-03  1.69204172e+09]
[-1.44554589e-01 -6.77521318e-03  1.69204172e+09]
[-1.40132366e-01 -6.72589470e-03  1.69204172e+09]
[-9.75540834e-02  2.81093864e-02  1.69204172e+09]
[-1.66060288e-02  1.10947979e-01  1.69204172e+09]
[-3.75034684e-03  1.43580367e-01  1.69204172e+09]
[-3.55307295e-03  1.56156577e-01  1.69204172e+09]
[-3.65170990e-03  1.56485367e-01  1.69204172e+09]
[-3.55307295e-03  1.56304532e-01  1.69204172e+09]
[-3.63527041e-03  1.54824978e-01  1.69204172e+09]
[-3.48731499e-03  1.54907176e-01  1.69204172e+09]
[-3.66814939e-03  1.54824978e-01  1.69204172e+09]
[-3.60239143e-03  1.53641335e-01  1.69204172e+09]
[-3.61883092e-03  1.51915188e-01  1.69204173e+09]
[-3.66814939e-03  1.49301310e-01  1.69204173e+09]
[-3.61883092e-03  1.46440838e-01  1.69204173e+09]
[-3.66814939e-03  1.44977724e-01  1.69204173e+09]
[-3.60239143e-03  1.32237119e-01  1.69204173e+09]
[-3.76678633e-03  9.44591703e-02  1.69204173e+09]
[-3.76678633e-03  2.91121953e-02  1.69204173e+09]
[-3.70102837e-03  5.40360286e-04  1.69204173e+09]
[-3.71746786e-03 -1.00779860e-04  1.69204173e+09]
[-1.49785192e-02 -2.98053751e-04  1.69204173e+09]
[-4.52271827e-02 -4.13130187e-04  1.69204173e+09]
[-7.56402414e-02 -3.96690696e-04  1.69204173e+09]
[-8.27914202e-02 -5.93964587e-04  1.69204173e+09]
[-8.77561465e-02 -6.10404078e-04  1.69204173e+09]
[-9.02713887e-02 -6.92601532e-04  1.69204173e+09]
[-8.93014587e-02 -6.76162042e-04  1.69204173e+09]
[-9.11262423e-02 -7.74798987e-04  1.69204173e+09]
[-8.82328918e-02 -7.74798987e-04  1.69204173e+09]
[-8.74273567e-02 -8.40556951e-04  1.69204173e+09]
[-8.46490827e-02 -8.24117460e-04  1.69204173e+09]
[-8.15255793e-02 -8.56996442e-04  1.69204173e+09]
[-8.13118659e-02 -7.74798987e-04  1.69204173e+09]
[-7.56895599e-02 -8.56996442e-04  1.69204173e+09]
[-7.53443306e-02 -8.24117460e-04  1.69204173e+09]
[-6.15844764e-02 -8.73435933e-04  1.69204173e+09]
[-5.85596101e-02 -9.88512369e-04  1.69204173e+09]
[-5.78033935e-02 -9.22754405e-04  1.69204173e+09]
[-6.36558523e-02 -8.73435932e-04  1.69204173e+09]
[-6.54970753e-02 -9.06314914e-04  1.69204173e+09]
[-6.24722090e-02 -1.05427033e-03  1.69204173e+09]
[-5.37921576e-02 -1.08714931e-03  1.69204173e+09]
[-2.92973158e-02 -9.39193896e-04  1.69204173e+09]
[-1.22988821e-02 -9.39193896e-04  1.69204173e+09]
[-4.39148699e-03  1.08643606e-02  1.69204173e+09]
[-4.09557615e-03  2.87340871e-02  1.69204173e+09]
[-4.12845513e-03  3.83511891e-02  1.69204173e+09]
[-4.02981819e-03  6.94711448e-02  1.69204173e+09]
[-4.04625768e-03  7.31371512e-02  1.69204173e+09]
[-4.14489463e-03  7.48632977e-02  1.69204173e+09]
[-4.04625768e-03  7.63099729e-02  1.69204173e+09]
[-3.99693921e-03  7.32851066e-02  1.69204173e+09]
[-4.02981819e-03  7.32193487e-02  1.69204173e+09]
[-4.02981819e-03  6.84354569e-02  1.69204173e+09]
[-4.02981819e-03  4.15568898e-02  1.69204173e+09]
[-4.02981819e-03  7.46138595e-03  1.69204173e+09]
[-4.02981819e-03 -1.48169710e-03  1.69204173e+09]
[-4.01337870e-03 -1.84336590e-03  1.69204173e+09]
[-4.07913666e-03 -1.92556335e-03  1.69204173e+09]
[-3.99693921e-03 -2.43518757e-03  1.69204173e+09]
[-4.65451884e-03 -2.63246146e-03  1.69204173e+09]
[-5.27921950e-03 -2.64890095e-03  1.69204173e+09]
[-5.42717492e-03 -2.68177993e-03  1.69204173e+09]
[-5.55869085e-03 -2.81329586e-03  1.69204173e+09]
[-5.29565899e-03 -2.81329586e-03  1.69204173e+09]
[-5.37785645e-03 -2.86261433e-03  1.69204173e+09]
[-5.37785645e-03 -2.87905382e-03  1.69204173e+09]
[-5.57513034e-03 -2.84617484e-03  1.69204173e+09]
[-5.16414306e-03 -2.92837230e-03  1.69204173e+09]
[-5.03262714e-03 -2.96125128e-03  1.69204173e+09]
[-6.26558896e-03 -2.96125128e-03  1.69204173e+09]
[-1.09344044e-02 -2.96125128e-03  1.69204173e+09]
[-2.01076404e-02 -2.94481179e-03  1.69204173e+09]
[-2.55326724e-02 -2.92837230e-03  1.69204173e+09]
[-3.18947554e-02 -3.04344873e-03  1.69204173e+09]
[-3.22235453e-02 -3.05988822e-03  1.69204173e+09]
[-3.85527493e-02 -2.97769077e-03  1.69204173e+09]
[-4.12323864e-02 -2.99413026e-03  1.69204173e+09]
[-4.59669598e-02 -3.09276721e-03  1.69204173e+09]
