HokinLeft_Hand
Dev2/ai0 Dev2/ai1
[-4.47368444e-03 -2.14291431e-06  1.69204186e+09]
[-4.04625768e-03 -2.14291431e-06  1.69204186e+09]
[-1.50607166e-02 -8.43403688e-05  1.69204186e+09]
[-2.71766215e-02 -5.14613870e-05  1.69204186e+09]
[-3.67608448e-02 -8.43403688e-05  1.69204186e+09]
[-4.46518005e-02 -6.79008779e-05  1.69204186e+09]
[-5.43675398e-02 -8.43403688e-05  1.69204186e+09]
[-8.35147578e-02 -8.43403688e-05  1.69204186e+09]
[-1.44834061e-01  3.92404867e-04  1.69204187e+09]
[-2.07024658e-01 -3.63811714e-04  1.69204187e+09]
[-2.42829871e-01 -3.30932732e-04  1.69204187e+09]
[-2.69149497e-01 -3.14493242e-04  1.69204187e+09]
[-2.81758588e-01 -3.63811714e-04  1.69204187e+09]
[-2.90356442e-01 -4.13130187e-04  1.69204187e+09]
[-2.99595436e-01 -3.63811714e-04  1.69204187e+09]
[-3.02291513e-01 -2.81614260e-04  1.69204187e+09]
[-3.10971565e-01 -3.47372223e-04  1.69204187e+09]
[-3.22742241e-01 -4.13130187e-04  1.69204187e+09]
[-3.40644848e-01 -4.13130187e-04  1.69204187e+09]
[-3.63051875e-01 -3.96690696e-04  1.69204187e+09]
[-3.86264438e-01 -2.98053751e-04  1.69204187e+09]
[-4.28645449e-01 -3.80251205e-04  1.69204187e+09]
[-4.64631497e-01 -4.95327642e-04  1.69204187e+09]
[-4.84786314e-01 -4.13130187e-04  1.69204187e+09]
[-5.06042577e-01 -4.29569678e-04  1.69204187e+09]
[-5.35715860e-01 -3.96690696e-04  1.69204187e+09]
[-5.59076378e-01 -5.28206623e-04  1.69204187e+09]
[-6.15792626e-01 -5.28206623e-04  1.69204187e+09]
[-1.24935370e+00 -5.11767132e-04  1.69204187e+09]
[-7.69616884e-01 -5.44646114e-04  1.69204187e+09]
[-3.07535706e-01 -6.59722551e-04  1.69204187e+09]
[-4.89537322e-01 -6.92601532e-04  1.69204187e+09]
[-7.14856977e-01 -6.26843569e-04  1.69204187e+09]
[-9.28389495e-01 -6.92601532e-04  1.69204187e+09]
[-9.22931575e-01 -7.09041023e-04  1.69204187e+09]
[-5.43952045e-01 -7.25480514e-04  1.69204187e+09]
[-7.81305427e-01 -7.74798987e-04  1.69204187e+09]
[-7.84691963e-01 -6.43283060e-04  1.69204187e+09]
[-7.87042810e-01 -6.76162042e-04  1.69204187e+09]
