Hokin
Dev2/ai0 Dev2/ai1
[-1.20851688e-02  9.45056434e-03  1.69170019e+09]
[-1.20358503e-02  9.43412485e-03  1.69170019e+09]
[-1.20358503e-02  9.40124587e-03  1.69170019e+09]
[-1.21673662e-02  9.43412485e-03  1.69170019e+09]
[-1.20522898e-02  9.56564078e-03  1.69170019e+09]
[-1.19700923e-02  9.54920129e-03  1.69170019e+09]
[-1.20522898e-02  9.61495925e-03  1.69170019e+09]
[-1.22331242e-02  9.58208027e-03  1.69170019e+09]
[-1.22988821e-02  9.63139874e-03  1.69170019e+09]
[-1.37126784e-02  9.91087009e-03  1.69170019e+09]
[-4.23173928e-02  2.31582530e-03  1.69170019e+09]
[-1.07171186e-01  1.69112465e-03  1.69170019e+09]
[-1.54944348e-01  1.77332210e-03  1.69170019e+09]
[-1.78551458e-01  1.72400363e-03  1.69170019e+09]
[-1.88793261e-01  1.74044312e-03  1.69170019e+09]
[-1.87083554e-01  1.52672974e-03  1.69170019e+09]
[-1.86310898e-01  1.57604821e-03  1.69170019e+09]
[-1.85834153e-01  1.62536669e-03  1.69170019e+09]
[-1.86656127e-01  1.59248770e-03  1.69170019e+09]
[-1.86984917e-01  1.59248770e-03  1.69170019e+09]
[-1.82283223e-01  1.49385076e-03  1.69170019e+09]
[-1.68737082e-01  1.47741127e-03  1.69170019e+09]
[-1.37502048e-01  1.44453229e-03  1.69170019e+09]
[-7.30592413e-02  1.37877432e-03  1.69170019e+09]
[-6.35900944e-02  1.46097178e-03  1.69170019e+09]
[-6.11241707e-02  1.46097178e-03  1.69170020e+09]
[-6.58423047e-02  1.42809279e-03  1.69170020e+09]
[-6.24557695e-02  1.51029025e-03  1.69170020e+09]
[-5.7655438e-02  1.4116533e-03  1.6917002e+09]
[-5.16714632e-02  1.46097178e-03  1.69170020e+09]
[-3.23550612e-02  1.42809279e-03  1.69170020e+09]
[-1.30715382e-02  1.36233483e-03  1.69170020e+09]
[5.11053875e-03 1.36233483e-03 1.69170020e+09]
[5.60372348e-03 1.46097178e-03 1.69170020e+09]
[5.62016297e-03 1.42809279e-03 1.69170020e+09]
[5.55440501e-03 1.97581251e-02 1.69170020e+09]
[5.50508653e-03 3.85320235e-02 1.69170020e+09]
[5.62016297e-03 5.30974122e-02 1.69170020e+09]
[5.60372348e-03 5.42810556e-02 1.69170020e+09]
[5.58728399e-03 3.67565585e-02 1.69170020e+09]
[5.58728399e-03 2.69393359e-03 1.69170020e+09]
[5.57084450e-03 1.42809279e-03 1.69170020e+09]
[5.50508653e-03 1.32945585e-03 1.69170020e+09]
[5.57084450e-03 1.28013738e-03 1.69170020e+09]
[5.50508653e-03 1.24725839e-03 1.69170020e+09]
[-3.77143353e-02  1.26369789e-03  1.69170020e+09]
[-7.82048021e-02  1.19793992e-03  1.69170020e+09]
[-1.0348874e-01  1.2308189e-03  1.6917002e+09]
[-1.13483951e-01  1.19793992e-03  1.69170020e+09]
[-1.23331206e-01  1.18150043e-03  1.69170020e+09]
[-1.19073378e-01  1.11574247e-03  1.69170020e+09]
[-1.10541282e-01  1.18150043e-03  1.69170020e+09]
[-8.06378468e-02  1.04998450e-03  1.69170020e+09]
[-1.46990478e-02  1.01710552e-03  1.69170020e+09]
[5.50508653e-03 1.04998450e-03 1.69170020e+09]
[5.50508653e-03 1.04998450e-03 1.69170020e+09]
[5.58728399e-03 1.03354501e-03 1.69170020e+09]
[5.57084450e-03 1.01710552e-03 1.69170020e+09]
[5.58728399e-03 1.04998450e-03 1.69170020e+09]
[5.60372348e-03 1.03354501e-03 1.69170020e+09]
[5.58728399e-03 9.34908067e-04 1.69170020e+09]
[5.55440501e-03 1.04998450e-03 1.69170020e+09]
[5.60372348e-03 1.04998450e-03 1.69170020e+09]
[5.55440501e-03 1.86731187e-02 1.69170020e+09]
[5.62016297e-03 4.45981956e-02 1.69170020e+09]
[5.53796552e-03 6.01335142e-02 1.69170020e+09]
[5.55440501e-03 6.59202149e-02 1.69170020e+09]
[5.52152603e-03 6.71202977e-02 1.69170020e+09]
[5.57084450e-03 6.39310365e-02 1.69170020e+09]
[5.57084450e-03 6.44899792e-02 1.69170020e+09]
[5.57084450e-03 6.74819665e-02 1.69170020e+09]
[5.57084450e-03 7.18384315e-02 1.69170020e+09]
[5.47220755e-03 6.76628009e-02 1.69170020e+09]
[5.55440501e-03 4.17706032e-02 1.69170020e+09]
[5.60372348e-03 2.67749410e-03 1.69170020e+09]
[5.62016297e-03 2.00347498e-03 1.69170020e+09]
[ 5.58728399e-03 -5.44646114e-04  1.69170020e+09]
[ 5.60372348e-03 -5.11767132e-04  1.69170020e+09]
[ 5.60372348e-03 -4.46009169e-04  1.69170020e+09]
[ 5.62016297e-03 -4.78888151e-04  1.69170020e+09]
[-1.8956876e-02 -4.6244866e-04  1.6917002e+09]
[-4.67067369e-02 -4.78888151e-04  1.69170020e+09]
[-6.43791899e-02 -3.80251205e-04  1.69170020e+09]
[-6.57765467e-02 -4.62448660e-04  1.69170020e+09]
[-5.17865397e-02 -3.96690696e-04  1.69170020e+09]
