Hokin
Dev2/ai0 Dev2/ai1
[-2.36188316e-01 -6.82453165e-03  1.69170017e+09]
[-2.43750482e-01 -6.84097114e-03  1.69170017e+09]
[-2.51822273e-01 -6.85741063e-03  1.69170017e+09]
[-2.51082496e-01 -6.82453165e-03  1.69170017e+09]
[-2.50490674e-01 -6.74233419e-03  1.69170017e+09]
[-2.52134623e-01 -6.80809216e-03  1.69170017e+09]
[-2.51805833e-01 -6.84097114e-03  1.69170017e+09]
[-2.49208394e-01 -6.82453165e-03  1.69170017e+09]
[-2.47350731e-01 -6.77521318e-03  1.69170017e+09]
[-2.44243667e-01 -6.85741063e-03  1.69170017e+09]
[-2.41054406e-01 -6.85741063e-03  1.69170017e+09]
[-2.37404839e-01 -6.90672910e-03  1.69170017e+09]
[-2.33525118e-01 -6.87385012e-03  1.69170017e+09]
[-2.31733214e-01 -6.82453165e-03  1.69170017e+09]
[-2.30237220e-01 -6.80809216e-03  1.69170017e+09]
[-2.29020698e-01 -6.80809216e-03  1.69170017e+09]
[-2.29678277e-01 -6.77521318e-03  1.69170017e+09]
[-2.30319418e-01 -6.67657623e-03  1.69170017e+09]
[-2.30155023e-01 -6.72589470e-03  1.69170017e+09]
[-2.28050768e-01 -6.80809216e-03  1.69170017e+09]
[-2.27228793e-01 -6.80809216e-03  1.69170017e+09]
[-2.24729990e-01 -6.82453165e-03  1.69170017e+09]
[-2.23825818e-01 -6.82453165e-03  1.69170017e+09]
[-2.21458531e-01 -6.70945521e-03  1.69170017e+09]
[-2.15556754e-01 -6.72589470e-03  1.69170017e+09]
[-2.08438454e-01 -6.80809216e-03  1.69170017e+09]
[-1.90601605e-01 -6.69301572e-03  1.69170017e+09]
[-1.33704525e-01 -6.15051252e-03  1.69170017e+09]
[-7.46538720e-02 -5.41073543e-03  1.69170017e+09]
[-2.99713350e-02 -5.60800932e-03  1.69170017e+09]
[-6.38066539e-03 -6.31490743e-03  1.69170017e+09]
[ 1.14862145e-03 -6.59437877e-03  1.69170017e+09]
[ 2.66105461e-03 -6.26558896e-03  1.69170017e+09]
[ 4.99546232e-03 -6.64369725e-03  1.69170017e+09]
[ 4.15704828e-03 -6.57793928e-03  1.69170017e+09]
[ 3.49946865e-03 -6.05187557e-03  1.69170017e+09]
[ 8.52710613e-04 -4.14489463e-03  1.69170017e+09]
[-4.90111121e-03 -3.78322583e-03  1.69170017e+09]
[-8.86302853e-03 -4.49012394e-03  1.69170017e+09]
[-9.89871646e-03 -4.53944241e-03  1.69170017e+09]
[-1.17399394e-02 -3.99693921e-03  1.69170017e+09]
[-1.28085064e-02 -4.25997106e-03  1.69170017e+09]
[-1.29400223e-02 -5.06550612e-03  1.69170017e+09]
[-1.28742643e-02 -4.78603477e-03  1.69170017e+09]
[-1.35482835e-02 -4.86823223e-03  1.69170017e+09]
[-1.40579077e-02 -4.49012394e-03  1.69170017e+09]
[-1.35647229e-02 -4.42436597e-03  1.69170017e+09]
[-1.33016911e-02 -4.14489463e-03  1.69170017e+09]
[-1.38441943e-02 -3.65170990e-03  1.69170017e+09]
[-1.48305637e-02 -2.73109841e-03  1.69170017e+09]
[-1.47483663e-02 -2.68177993e-03  1.69170017e+09]
[-1.38935128e-02 -3.20784364e-03  1.69170017e+09]
[-1.39592707e-02 -3.38867804e-03  1.69170017e+09]
[-1.48963217e-02 -2.84617484e-03  1.69170017e+09]
[-1.54059459e-02 -2.35299011e-03  1.69170017e+09]
[-1.46661688e-02 -2.97769077e-03  1.69170017e+09]
[-1.42387421e-02 -3.27360161e-03  1.69170017e+09]
[-1.47976848e-02 -2.76397739e-03  1.69170017e+09]
[-1.56196593e-02 -2.18859521e-03  1.69170017e+09]
[-1.52579905e-02 -2.35299011e-03  1.69170017e+09]
[-1.44524555e-02 -3.07632772e-03  1.69170017e+09]
[-1.42716211e-02 -3.14208568e-03  1.69170017e+09]
[-1.51757931e-02 -2.50094553e-03  1.69170017e+09]
[-1.55539014e-02 -2.35299011e-03  1.69170017e+09]
[-1.46168504e-02 -2.97769077e-03  1.69170017e+09]
[-1.39592707e-02 -3.50375448e-03  1.69170017e+09]
[-1.46332899e-02 -3.09276721e-03  1.69170017e+09]
[-1.53895064e-02 -2.73109841e-03  1.69170017e+09]
[-1.48963217e-02 -3.33935957e-03  1.69170017e+09]
[-1.40907867e-02 -3.78322583e-03  1.69170017e+09]
[-1.41729841e-02 -3.70102837e-03  1.69170017e+09]
[-1.52579905e-02 -3.04344873e-03  1.69170017e+09]
[-1.55045829e-02 -2.79685637e-03  1.69170017e+09]
[-1.44195765e-02 -3.37223855e-03  1.69170017e+09]
[-1.40743472e-02 -3.43799652e-03  1.69170017e+09]
[-1.48634427e-02 -2.79685637e-03  1.69170017e+09]
[-1.57840542e-02 -2.32011113e-03  1.69170017e+09]
[-1.50607166e-02 -2.73109841e-03  1.69170017e+09]
[-1.40414682e-02 -3.25716212e-03  1.69170017e+09]
[-1.45510924e-02 -3.10920670e-03  1.69170017e+09]
[-1.62443600e-02  2.01991447e-03  1.69170017e+09]
[-1.29071433e-02  1.19266361e-01  1.69170017e+09]
[-9.29045529e-03  2.77167659e-01  1.69170017e+09]
[-7.87665907e-03  3.41100830e-01  1.69170017e+09]
[-6.72589470e-03  3.44635320e-01  1.69170017e+09]
[-5.90392016e-03  3.39029455e-01  1.69170017e+09]
[-6.72589470e-03  3.29132883e-01  1.69170017e+09]
[-8.23832787e-03  3.23872246e-01  1.69170017e+09]
[-8.13969092e-03  3.17937591e-01  1.69170017e+09]
[-2.94481179e-03  2.99706198e-01  1.69170017e+09]
[3.87757694e-03 2.19382854e-01 1.69170017e+09]
[4.83106741e-03 8.46941130e-02 1.69170017e+09]
[4.92970435e-03 9.18753249e-03 1.69170017e+09]
[-1.52579905e-02  6.63941141e-03  1.69170017e+09]
[-9.71595356e-02  6.35994006e-03  1.69170017e+09]
[-1.57015724e-01  6.32706108e-03  1.69170017e+09]
[-1.69411101e-01  6.04758973e-03  1.69170017e+09]
[-1.75789623e-01  5.85031584e-03  1.69170017e+09]
[-1.87116433e-01  5.71879992e-03  1.69170017e+09]
[-1.81839356e-01  5.53796552e-03  1.69170017e+09]
[-1.72090738e-01  5.50508653e-03  1.69170017e+09]
